Record_ID,Composition_Canonical,YS_Tensile_MPa,Test_Temperature_C,Grain_Size_um,Density_Exp_g_cm3,Density_Calc_g_cm3,Precipitate_Size_nm,Matrix_Volume_pct,Youngs_Modulus_Exp_GPa,Youngs_Modulus_Calc_GPa,Predicted_Solidus_C,Processing_Method,Phase,Alloy_Class,Equilibrium_Condition,Single_Multiphase,Test_Type,Precipitate_Info,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Hf,I,Li,Mg,Mn,Mo,Nb,Nd,Ni,O,Pd,Re,Ru,S,Sc,Si,Sn,T,Ta,Ti,V,W,Y,Zn,Zr,MI_n_elements,MI_max_fraction,MI_min_nonzero_fraction,MI_top2_fraction,MI_top3_fraction,MI_fraction_std,MI_fraction_range,MI_config_entropy_R,MI_weighted_atomic_mass,MI_weighted_electronegativity,MI_weighted_atomic_radius,MI_weighted_VEC,MI_radius_std,MI_en_std,MI_mass_std,MI_atomic_size_mismatch,MI_pair_fraction_product_sum,MI_pair_electronegativity_interaction,MI_pair_radius_interaction,ACF_atomic_mass_mean,ACF_atomic_mass_var,ACF_atomic_mass_std,ACF_atomic_mass_skew,ACF_atomic_mass_kurtosis,ACF_atomic_mass_min,ACF_atomic_mass_max,ACF_atomic_mass_range,ACF_atomic_mass_q25,ACF_atomic_mass_q50,ACF_atomic_mass_q75,ACF_atomic_radius_mean,ACF_atomic_radius_var,ACF_atomic_radius_std,ACF_atomic_radius_skew,ACF_atomic_radius_kurtosis,ACF_atomic_radius_min,ACF_atomic_radius_max,ACF_atomic_radius_range,ACF_atomic_radius_q25,ACF_atomic_radius_q50,ACF_atomic_radius_q75,ACF_electronegativity_mean,ACF_electronegativity_var,ACF_electronegativity_std,ACF_electronegativity_skew,ACF_electronegativity_kurtosis,ACF_electronegativity_min,ACF_electronegativity_max,ACF_electronegativity_range,ACF_electronegativity_q25,ACF_electronegativity_q50,ACF_electronegativity_q75,ACF_VEC_mean,ACF_VEC_var,ACF_VEC_std,ACF_VEC_skew,ACF_VEC_kurtosis,ACF_VEC_min,ACF_VEC_max,ACF_VEC_range,ACF_VEC_q25,ACF_VEC_q50,ACF_VEC_q75,ACF_dominant_fraction,ACF_second_fraction,ACF_top2_fraction,ACF_top3_fraction,ACF_atomic_mass_above_mean_fraction,ACF_atomic_mass_below_mean_fraction,ACF_atomic_radius_above_mean_fraction,ACF_atomic_radius_below_mean_fraction,ACF_electronegativity_above_mean_fraction,ACF_electronegativity_below_mean_fraction,ACF_VEC_above_mean_fraction,ACF_VEC_below_mean_fraction,ACF_config_entropy_normalized,ACF_entropy_weighted_atomic_mass,ACF_entropy_weighted_atomic_radius,ACF_entropy_weighted_electronegativity,ACF_entropy_weighted_VEC,ACF_refractory_fraction,ACF_transition_fraction,ACF_early_transition_fraction,ACF_late_transition_fraction,ACF_heavy_element_fraction,ACF_light_element_fraction,ACF_large_radius_fraction,ACF_small_radius_fraction,ACF_high_EN_fraction,ACF_low_EN_fraction,ACF_fraction_squared_sum,ACF_fraction_cubed_sum,ACF_fraction_fourth_sum,ACF_effective_component_number,ACF_entropy_x_radius_std,ACF_entropy_x_EN_std,ACF_entropy_x_mass_std,ACF_refractory_x_radius_std,ACF_transition_x_EN_std
R00084,Al:19.0476;Co:19.0476;Cr:19.0476;Fe:19.0476;Nb:4.7619;Ni:19.0476,1959.0,,,6.8,,,,,,,,BCC+Im,HEA/CCA,,,C,,0.0,19.047619047619047,0.0,0.0,0.0,19.047619047619047,19.047619047619047,0.0,19.047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,19.047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.1904761904761904,0.0476190476190476,0.3809523809523809,0.5714285714285714,0.0675412816719667,0.1428571428571428,1.724242094601017,52.509619047619054,1.7695238095238093,129.99999999999997,7.095238095238095,7.733661733585444,0.1236152321665204,14.803531279092356,5.948970564296499,0.4081632653061224,0.0675736961451246,3.736961451247165,52.509676190476185,219.1523517999093,14.803795182314206,0.022479053607435413,1.3377936982980412,26.9815,92.9064,65.92490000000001,51.9961,55.845,58.6934,129.99999999999997,59.80952380952381,7.733661733585444,1.1563313042772292,-0.49001480790294094,124.0,146.0,22.0,125.0,126.0,128.0,1.7695238095238093,0.015280725623582755,0.12361523216652046,-0.22684986538852972,-1.7358380785503063,1.6,1.91,0.30999999999999983,1.66,1.83,1.88,7.095238095238095,6.086167800453515,2.467015970854975,-0.5091373447950128,-1.0842576531235495,3.0,10.0,7.0,6.0,8.0,9.0,0.19047619047619047,0.19047619047619047,0.38095238095238093,0.5714285714285714,0.6190476190476191,0.38095238095238093,0.23809523809523808,0.7619047619047619,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.4849713906990571,143.04907020988801,354.15147219396323,4.820611247885595,19.329146284578947,0.047619047619047616,0.8095238095238095,0.23809523809523808,0.5714285714285714,0.047619047619047616,0.7619047619047619,0.23809523809523808,0.7619047619047619,0.5714285714285714,0.42857142857142855,0.18367346938775508,0.03466148364107547,0.006586761688802504,5.444444444444445,13.33470510025612,0.21314258673633943,25.525326801335616,0.3682696063612116,0.1000694736586118
R00085,Al:18.1818;Co:18.1818;Cr:18.1818;Fe:18.1818;Nb:9.0909;Ni:18.1818,2473.0,,,7.0,,,,,,,,BCC+Im,HEA/CCA,,,C,,0.0,18.181818181818183,0.0,0.0,0.0,18.181818181818183,18.181818181818183,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.1818181818181818,0.0909090909090909,0.3636363636363636,0.5454545454545454,0.0653007275062699,0.0909090909090909,1.7677614730906286,54.345818181818174,1.7618181818181815,130.7272727272727,6.999999999999998,8.25822905394601,0.1258294792615771,16.732829868898076,6.317143226245214,0.4132231404958677,0.0689256198347107,4.099173553719007,54.34589090909091,279.99625561355367,16.73308864536233,0.32389911705822816,0.866074605375152,26.9815,92.9064,65.92490000000001,51.9961,55.845,58.9332,130.7272727272727,68.19834710743801,8.25822905394601,0.9722098133139856,-0.9058586305492193,124.0,146.0,22.0,125.0,126.0,143.0,1.7618181818181817,0.015833057851239656,0.1258294792615771,-0.13251472652032284,-1.7812462615348263,1.6,1.91,0.30999999999999983,1.61,1.83,1.88,6.999999999999998,6.0,2.449489742783178,-0.4082482904638609,-1.1666666666666676,3.0,10.0,7.0,5.0,8.0,9.0,0.1818181818181818,0.1818181818181818,0.3636363636363636,0.5454545454545454,0.6363636363636362,0.3636363636363636,0.2727272727272727,0.7272727272727272,0.5454545454545454,0.4545454545454545,0.5454545454545454,0.4545454545454545,0.49721193022906884,150.41646303542075,361.82190883200497,4.876292484815201,19.374330306025303,0.0909090909090909,0.8181818181818181,0.2727272727272727,0.5454545454545454,0.0909090909090909,0.7272727272727272,0.2727272727272727,0.7272727272727272,0.5454545454545454,0.4545454545454545,0.17355371900826444,0.030803906836964677,0.0055324089884570705,5.761904761904763,14.598579150906115,0.22243650551684516,29.58010941967357,0.7507480958132736,0.10295139212310851
R00087,Al:19.2308;Co:19.2308;Cr:19.2308;Fe:19.2308;Ni:19.2308;Si:3.8462,1265.0,,,6.5,,,,188.0,,,,BCC,HEA/CCA,,,C,,0.0,19.23076923076923,0.0,0.0,0.0,19.23076923076923,19.23076923076923,0.0,19.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.23076923076923,0.0,0.0,0.0,0.0,0.0,0.0,3.846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.1923076923076923,0.0384615384615384,0.3846153846153846,0.576923076923077,0.0681303042129241,0.1538461538461538,1.7105600845592233,49.628076923076925,1.7826923076923078,128.5,7.0769230769230775,7.727324146270717,0.12052952693803,12.54742732418169,6.01348182589161,0.4068047337278107,0.0653106508875739,3.705621301775148,49.62811538461539,157.44448899822484,12.547688591857261,-1.1496415797985347,-0.502829625187319,26.9815,58.9332,31.9517,51.9961,55.845,58.6934,128.5,59.71153846153846,7.727324146270717,0.7614612587274725,0.4282978210304407,111.0,143.0,32.0,125.0,126.0,128.0,1.7826923076923078,0.014527366863905317,0.12052952693803007,-0.39358813263330644,-1.6229569590399375,1.61,1.91,0.2999999999999998,1.66,1.83,1.88,7.0769230769230775,6.3017751479289945,2.5103336726278034,-0.510134063527063,-1.1455663558817697,3.0,10.0,7.0,6.0,8.0,9.0,0.19230769230769232,0.19230769230769232,0.38461538461538464,0.576923076923077,0.7692307692307693,0.23076923076923078,0.19230769230769232,0.8076923076923077,0.6153846153846154,0.38461538461538464,0.576923076923077,0.42307692307692313,0.4811231007974316,134.51998859367103,348.3069707628933,4.832094610853069,19.182425208133004,0.0,0.7692307692307693,0.19230769230769232,0.576923076923077,0.0,0.8076923076923077,0.19230769230769232,0.8076923076923077,0.6153846153846154,0.38461538461538464,0.1863905325443787,0.03561675011379154,0.0068406218269668456,5.365079365079365,13.218052238869467,0.20617299769441969,21.463575248655705,0.0,0.0927150207215616
R00088,Al:18.5185;Co:18.5185;Cr:18.5185;Fe:18.5185;Ni:18.5185;Si:7.4074,1481.0,,,6.2,,,,183.0,,,,BCC,HEA/CCA,,,C,,0.0,18.51851851851852,0.0,0.0,0.0,18.51851851851852,18.51851851851852,0.0,18.51851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.51851851851852,0.0,0.0,0.0,0.0,0.0,0.0,7.4074074074074066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.1851851851851852,0.074074074074074,0.3703703703703704,0.5555555555555556,0.0660622041846255,0.1111111111111111,1.7542723419177615,48.8301851851852,1.7870370370370372,127.85185185185188,6.962962962962964,8.271789200085113,0.1203333276335736,12.96762544880601,6.469823534249655,0.4115226337448561,0.0648834019204389,4.060356652949246,48.83022222222222,168.165682591358,12.967871166516037,-0.9878876848713927,-0.8759251658043263,26.9815,58.9332,31.9517,28.085,55.845,58.6934,127.85185185185188,68.42249657064471,8.271789200085113,0.4826242893698083,0.3706085704327067,111.0,143.0,32.0,124.0,126.0,128.0,1.7870370370370372,0.01448010973936899,0.12033332763357368,-0.45491919625884103,-1.573961544492275,1.61,1.91,0.2999999999999998,1.66,1.83,1.9,6.962962962962964,6.406035665294924,2.5310147501140574,-0.41067176313562925,-1.2771386910848317,3.0,10.0,7.0,4.0,8.0,9.0,0.1851851851851852,0.1851851851851852,0.3703703703703704,0.5555555555555556,0.7407407407407408,0.2592592592592593,0.3703703703703704,0.6296296296296298,0.6296296296296298,0.3703703703703704,0.5555555555555556,0.44444444444444453,0.49341789067525477,134.4917304772371,352.13881931607517,4.921986683661827,19.17789630110722,0.0,0.7407407407407408,0.1851851851851852,0.5555555555555556,0.0,0.8148148148148149,0.1851851851851852,0.8148148148148149,0.6296296296296297,0.3703703703703704,0.1769547325102881,0.03215973174820913,0.005910345645142173,5.651162790697674,14.51097100525518,0.21109742838208362,22.74917771058076,0.0,0.08913579824709163
R00089,Al:17.8571;Co:17.8571;Cr:17.8571;Fe:17.8571;Ni:17.8571;Si:10.7143,1834.0,,,6.0,,,,178.0,,,,BCC,HEA/CCA,,,C,,0.0,17.857142857142858,0.0,0.0,0.0,17.857142857142858,17.857142857142858,0.0,17.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,10.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.1785714285714285,0.1071428571428571,0.3571428571428571,0.5357142857142857,0.064704518156524,0.0714285714285714,1.7774979153744732,48.08928571428571,1.7910714285714284,127.25,6.857142857142858,8.703960510677227,0.1200100973642957,13.303187018415503,6.840047552595071,0.4145408163265306,0.0643494897959183,4.355867346938775,48.089321428571424,176.98098297882652,13.303419973030488,-0.850503861977733,-1.1476460343487542,26.9815,58.9332,31.9517,28.085,55.845,58.6934,127.25,75.75892857142858,8.703960510677227,0.3480219284386751,0.22059810216580322,111.0,143.0,32.0,124.0,126.0,128.0,1.7910714285714284,0.014402423469387745,0.12001009736429574,-0.5133304878054828,-1.5197361501566962,1.61,1.91,0.2999999999999998,1.66,1.83,1.9,6.857142857142858,6.479591836734695,2.545504240172209,-0.32081970484357825,-1.3743319486638974,3.0,10.0,7.0,4.0,8.0,9.0,0.17857142857142858,0.17857142857142858,0.35714285714285715,0.5357142857142857,0.7142857142857143,0.2857142857142857,0.35714285714285715,0.6428571428571429,0.6428571428571429,0.35714285714285715,0.5357142857142857,0.4642857142857143,0.4999504644359745,133.5679899810962,353.43660962943636,4.9746971577087375,19.045699985644625,0.0,0.7142857142857143,0.17857142857142858,0.5357142857142857,0.0,0.8214285714285714,0.17857142857142858,0.8214285714285714,0.6428571428571428,0.35714285714285715,0.17091836734693877,0.02970116618075802,0.005215925655976676,5.850746268656716,15.471271656256029,0.21331769779275925,23.646801258752802,0.0,0.0857214981173541
R00090,Al:17.2414;Co:17.2414;Cr:17.2414;Fe:17.2414;Ni:17.2414;Si:13.7931,2179.0,,,5.8,,,,,,,,BCC+Im,HEA/CCA,,,C,,0.0,17.24137931034483,0.0,0.0,0.0,17.24137931034483,17.24137931034483,0.0,17.24137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.24137931034483,0.0,0.0,0.0,0.0,0.0,0.0,13.793103448275865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.1724137931034483,0.1379310344827586,0.3448275862068966,0.5172413793103449,0.0639591142297053,0.0344827586206896,1.7886363392245983,47.39948275862069,1.7948275862068968,126.6896551724138,6.7586206896551735,9.051970439998753,0.1195860875789883,13.571860349751285,7.144995720194985,0.4161712247324614,0.0637336504161712,4.60166468489893,47.399517241379314,184.2014253290131,13.57208257155154,-0.7311785092116805,-1.3503929139749098,26.9815,58.9332,31.9517,28.085,55.845,58.6934,126.6896551724138,81.93816884661119,9.051970439998751,0.28518742202522585,0.06396594600403471,111.0,143.0,32.0,124.0,126.0,128.0,1.7948275862068968,0.014300832342449455,0.11958608757898828,-0.5691194160610371,-1.4610805014401436,1.61,1.91,0.2999999999999998,1.66,1.83,1.9,6.7586206896551735,6.52794292508918,2.5549839383231316,-0.2388028922695212,-1.4453890332148864,3.0,10.0,7.0,4.0,8.0,9.0,0.1724137931034483,0.1724137931034483,0.3448275862068966,0.5172413793103449,0.6896551724137931,0.31034482758620696,0.3448275862068966,0.6551724137931035,0.6551724137931035,0.3448275862068966,0.5172413793103449,0.48275862068965525,0.50308332897061,132.18001620303207,353.2913761161104,5.00512142810113,18.847335252791957,0.0,0.6896551724137931,0.1724137931034483,0.5172413793103449,0.0,0.8275862068965518,0.1724137931034483,0.8275862068965518,0.6551724137931035,0.3448275862068966,0.16765755053507733,0.0282504407724794,0.004780278276950746,5.964539007092197,16.190683263315307,0.21389602181364958,24.275520075558624,0.0,0.08247316384757813
R00091,Al:16.6667;Co:16.6667;Cr:16.6667;Fe:16.6667;Ni:16.6667;Si:16.6667,1110.0,,,5.7,,,,169.0,,,,BCC,HEA/CCA,,,C,,0.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.5,0.0637308767385162,0.0,1.791759470029354,46.75566666666666,1.7983333333333331,126.16666666666666,6.666666666666667,9.334821309960295,0.1190821378526416,13.78680610422717,7.398801566679235,0.4166666666666668,0.0630555555555555,4.805555555555555,46.75569999999999,190.0818963866666,13.787019126216755,-0.6257150437530534,-1.5040927444034304,26.9815,58.9332,31.9517,28.085,51.9961,58.6934,126.16666666666666,87.13888888888889,9.334821309960297,0.26135457171287035,-0.07541544771551756,111.0,143.0,32.0,124.0,125.0,128.0,1.7983333333333331,0.014180555555555542,0.11908213785264161,-0.6225438763012936,-1.3986446810898685,1.61,1.91,0.2999999999999998,1.66,1.83,1.9,6.666666666666667,6.555555555555555,2.560381915956203,-0.16328778665391494,-1.4961218040792879,3.0,10.0,7.0,4.0,6.0,9.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5039617607727125,130.53066821538613,352.2269863676062,5.020514112161784,18.611729794853698,0.0,0.6666666666666666,0.16666666666666666,0.5,0.0,0.8333333333333333,0.16666666666666666,0.8333333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666669,0.027777777777777773,0.0046296296296296285,5.999999999999999,16.725754475673195,0.21336654811339117,24.70302207182717,0.0,0.07938809190176108
R00092,Al:16.6667;Co:16.6667;Cr:16.6667;Fe:16.6667;Ni:16.6667;Si:16.6667,2411.0,,,5.7,,,,,,,,BCC+Im,HEA/CCA,,,C,,0.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.5,0.0637308767385162,0.0,1.791759470029354,46.75566666666666,1.7983333333333331,126.16666666666666,6.666666666666667,9.334821309960295,0.1190821378526416,13.78680610422717,7.398801566679235,0.4166666666666668,0.0630555555555555,4.805555555555555,46.75569999999999,190.0818963866666,13.787019126216755,-0.6257150437530534,-1.5040927444034304,26.9815,58.9332,31.9517,28.085,51.9961,58.6934,126.16666666666666,87.13888888888889,9.334821309960297,0.26135457171287035,-0.07541544771551756,111.0,143.0,32.0,124.0,125.0,128.0,1.7983333333333331,0.014180555555555542,0.11908213785264161,-0.6225438763012936,-1.3986446810898685,1.61,1.91,0.2999999999999998,1.66,1.83,1.9,6.666666666666667,6.555555555555555,2.560381915956203,-0.16328778665391494,-1.4961218040792879,3.0,10.0,7.0,4.0,6.0,9.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.5,0.5039617607727125,130.53066821538613,352.2269863676062,5.020514112161784,18.611729794853698,0.0,0.6666666666666666,0.16666666666666666,0.5,0.0,0.8333333333333333,0.16666666666666666,0.8333333333333333,0.6666666666666666,0.3333333333333333,0.16666666666666669,0.027777777777777773,0.0046296296296296285,5.999999999999999,16.725754475673195,0.21336654811339117,24.70302207182717,0.0,0.07938809190176108
R00096,Al:18.1818;Co:18.1818;Cr:18.1818;Fe:18.1818;Ni:18.1818;Ti:9.0909,2040.0,,,6.4,,,,72.0,,,,FCC,HEA/CCA,,,C,,0.0,18.181818181818183,0.0,0.0,0.0,18.181818181818183,18.181818181818183,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,6,0.1818181818181818,0.0909090909090909,0.3636363636363636,0.5454545454545454,0.0653007275062699,0.0909090909090909,1.7677614730906286,50.25136363636363,1.756363636363636,130.8181818181818,6.909090909090908,8.42958191369355,0.133775437837426,11.483351088920209,6.443738780446775,0.4132231404958677,0.0738842975206611,4.181818181818181,50.2514,131.8735058145454,11.48361902078545,-1.3411758489249994,0.18849113246094928,26.9815,58.9332,31.9517,47.867,55.845,58.6934,130.8181818181818,71.0578512396694,8.42958191369355,0.9950743387080272,-0.8317569917994825,124.0,147.0,23.0,125.0,126.0,143.0,1.7563636363636361,0.017895867768595027,0.133775437837426,-0.24143289230415038,-1.602791956410198,1.54,1.91,0.3699999999999999,1.61,1.83,1.88,6.909090909090908,6.446280991735536,2.5389527352307164,-0.36466772816469484,-1.329447731755424,3.0,10.0,7.0,4.0,8.0,9.0,0.1818181818181818,0.1818181818181818,0.3636363636363636,0.5454545454545454,0.7272727272727272,0.2727272727272727,0.2727272727272727,0.7272727272727272,0.5454545454545454,0.4545454545454545,0.5454545454545454,0.4545454545454545,0.49721193022906884,139.0838888486,362.0735235113041,4.861195604057258,19.122715626726276,0.0909090909090909,0.8181818181818181,0.2727272727272727,0.5454545454545454,0.0,0.8181818181818181,0.2727272727272727,0.7272727272727272,0.5454545454545454,0.4545454545454545,0.17355371900826444,0.030803906836964677,0.0055324089884570705,5.761904761904763,14.901490134534413,0.23648306494763782,20.300299267393434,0.7663256285175953,0.10945263095789398
R00097,Al:18.1818;Co:18.1818;Cr:18.1818;Fe:18.1818;Ni:18.1818;Ti:9.0909,2260.0,,,6.4,,,,178.0,,,,BCC,HEA/CCA,,,C,,0.0,18.181818181818183,0.0,0.0,0.0,18.181818181818183,18.181818181818183,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,6,0.1818181818181818,0.0909090909090909,0.3636363636363636,0.5454545454545454,0.0653007275062699,0.0909090909090909,1.7677614730906286,50.25136363636363,1.756363636363636,130.8181818181818,6.909090909090908,8.42958191369355,0.133775437837426,11.483351088920209,6.443738780446775,0.4132231404958677,0.0738842975206611,4.181818181818181,50.2514,131.8735058145454,11.48361902078545,-1.3411758489249994,0.18849113246094928,26.9815,58.9332,31.9517,47.867,55.845,58.6934,130.8181818181818,71.0578512396694,8.42958191369355,0.9950743387080272,-0.8317569917994825,124.0,147.0,23.0,125.0,126.0,143.0,1.7563636363636361,0.017895867768595027,0.133775437837426,-0.24143289230415038,-1.602791956410198,1.54,1.91,0.3699999999999999,1.61,1.83,1.88,6.909090909090908,6.446280991735536,2.5389527352307164,-0.36466772816469484,-1.329447731755424,3.0,10.0,7.0,4.0,8.0,9.0,0.1818181818181818,0.1818181818181818,0.3636363636363636,0.5454545454545454,0.7272727272727272,0.2727272727272727,0.2727272727272727,0.7272727272727272,0.5454545454545454,0.4545454545454545,0.5454545454545454,0.4545454545454545,0.49721193022906884,139.0838888486,362.0735235113041,4.861195604057258,19.122715626726276,0.0909090909090909,0.8181818181818181,0.2727272727272727,0.5454545454545454,0.0,0.8181818181818181,0.2727272727272727,0.7272727272727272,0.5454545454545454,0.4545454545454545,0.17355371900826444,0.030803906836964677,0.0055324089884570705,5.761904761904763,14.901490134534413,0.23648306494763782,20.300299267393434,0.7663256285175953,0.10945263095789398
R00098,Al:16.6667;Co:16.6667;Cr:16.6667;Fe:16.6667;Ni:16.6667;Ti:16.6667,1860.0,,,6.2,,,,90.0,,,,BCC,HEA/CCA,,,C,,0.0,16.666666666666668,0.0,0.0,0.0,16.666666666666668,16.666666666666668,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,6,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.5,0.0637308767385161,0.0,1.791759470029354,50.05266666666667,1.738333333333333,132.16666666666666,6.666666666666667,9.227073690444271,0.1413525930273496,11.014204081800717,6.981392451786336,0.4166666666666668,0.078611111111111,4.75,50.05269999999999,121.31834558666664,11.01446074879141,-1.3400170007150158,0.35502980544247675,26.9815,58.9332,31.9517,47.867,51.9961,58.6934,132.16666666666666,85.13888888888889,9.227073690444273,0.7034173754778703,-1.3670596563314141,124.0,147.0,23.0,125.0,126.0,143.0,1.738333333333333,0.019980555555555543,0.14135259302734968,-0.1017097757892914,-1.6648795578768463,1.54,1.91,0.3699999999999999,1.61,1.66,1.88,6.666666666666667,6.555555555555555,2.560381915956203,-0.163287786653915,-1.4961218040792879,3.0,10.0,7.0,4.0,6.0,9.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.5,0.5,0.5039617607727125,139.735099185431,368.9775431829745,4.853008544008101,18.611729794853698,0.16666666666666666,0.8333333333333333,0.3333333333333333,0.5,0.0,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.5,0.16666666666666669,0.027777777777777773,0.0046296296296296285,5.999999999999999,16.532696658118578,0.2532698470566933,19.735264345087742,1.5378456150740454,0.11779382752279138
R00100,Al:15.3846;Co:15.3846;Cr:15.3846;Fe:15.3846;Ni:15.3846;Ti:23.0769,2220.0,,,6.1,,,,160.0,,,,BCC+Im,HEA/CCA,,,C,,0.0,15.384615384615383,0.0,0.0,0.0,15.384615384615383,15.384615384615383,0.0,15.384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.384615384615383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.07692307692308,0.0,0.0,0.0,0.0,0.0,6,0.2307692307692308,0.1538461538461538,0.3846153846153846,0.5384615384615384,0.0648587162641333,0.0769230769230769,1.7782333066010068,49.884538461538455,1.723076923076923,133.30769230769232,6.461538461538461,9.70633904989308,0.1457281249125663,10.598120171596358,7.281154509440853,0.4142011834319526,0.0810650887573964,5.10059171597633,49.88456923076923,112.3253806236686,10.598366884745433,-1.3414998726656546,0.5261999254239336,26.9815,58.9332,31.9517,47.867,51.9961,58.6934,133.30769230769232,94.21301775147928,9.70633904989308,0.4780495407717775,-1.6573820787341962,124.0,147.0,23.0,125.0,128.0,143.0,1.723076923076923,0.021236686390532528,0.14572812491256631,0.03562370242147043,-1.6961094738489584,1.54,1.91,0.3699999999999999,1.61,1.66,1.88,6.461538461538461,6.556213017751478,2.56051030416819,0.0032536557840772474,-1.559094345032516,3.0,10.0,7.0,4.0,6.0,9.0,0.2307692307692308,0.15384615384615383,0.38461538461538464,0.5384615384615384,0.6153846153846153,0.38461538461538464,0.38461538461538464,0.6153846153846153,0.46153846153846145,0.5384615384615384,0.46153846153846145,0.5384615384615384,0.5001573052891948,138.59097168239438,370.3598706885303,4.787109696147188,17.951661360551952,0.2307692307692308,0.8461538461538461,0.38461538461538464,0.46153846153846145,0.0,0.8461538461538461,0.38461538461538464,0.6153846153846153,0.46153846153846145,0.5384615384615384,0.17159763313609466,0.030496131087847066,0.005637057525996989,5.8275862068965525,17.260135375904163,0.25913860531126554,18.84636898153902,2.239924396129173,0.12330841338755612
