candidate_id,Novelty_35D_Percentile,Novelty_35D_Score,Discovery_35D_Rank,Discovery_35D_Score
CAND_00060,76.92,0.4659053908603149,86,0.6195221051416698
CAND_01216,34.28,0.3221548697887749,87,0.6193919432983487
CAND_00960,3.2399999999999998,0.14654208024372395,88,0.619260232303652
CAND_04950,92.24,0.567029288088624,89,0.6181376495078466
CAND_02644,19.32,0.2675665280732327,90,0.6177810155196486
CAND_04550,59.199999999999996,0.3980445584617154,91,0.6173783400018525
CAND_02939,15.299999999999999,0.24714541990469258,92,0.6173419066650142
CAND_03950,58.02,0.3938303999383058,93,0.6170862165363732
CAND_00587,98.1,0.6762355169854273,94,0.6166083875797576
CAND_04980,23.04,0.2825438593826688,95,0.616536170479592
CAND_00636,72.39999999999999,0.44550421605919255,96,0.6155337492510751
CAND_04610,39.379999999999995,0.3365242462860435,97,0.6148834047571979
CAND_04991,41.699999999999996,0.3434163889081003,98,0.6147391415571537
CAND_02026,70.14,0.436226973825613,99,0.614287497559933
CAND_04912,75.0,0.45820473988884647,100,0.613499271504744
CAND_03500,95.88,0.6195617216374791,101,0.6132874979481399
CAND_03719,63.46000000000001,0.41217906160247403,102,0.6130648298135766
CAND_02004,95.94,0.6208226362021934,103,0.6129601509987544
CAND_02210,34.38,0.3224602815171381,104,0.6128610255440022
CAND_02950,10.8,0.22292844051869276,105,0.6116916796942966
CAND_03665,47.58,0.36145143266041424,106,0.6115631879729044
CAND_03409,75.1,0.4585608619090146,107,0.6115203429874788
CAND_01666,79.60000000000001,0.4788024652815924,108,0.6106476486210397
CAND_03980,75.14,0.4585785660650646,109,0.6106095347820296
CAND_04481,89.68,0.5411689713425667,110,0.6105976988926327
CAND_01769,32.12,0.3140376783299234,111,0.6096629060447007
CAND_01911,94.56,0.5961177588578309,112,0.6096371671167815
CAND_00436,59.12,0.39794583341063006,113,0.6089771414035208
CAND_04467,4.16,0.15890172853728982,114,0.6089426254606782
CAND_03791,35.76,0.32615957854075406,115,0.6084736978604024
CAND_02322,76.9,0.4658902026182218,116,0.6076110807425072
CAND_00257,84.46000000000001,0.5052099760530703,117,0.6070772311470716
CAND_00303,14.92,0.2449668843393099,118,0.6070058012234927
CAND_04407,95.22,0.6070600946828928,119,0.6068768015761428
CAND_03653,51.68000000000001,0.3740467392265042,120,0.6060313041944587
CAND_02582,0.45999999999999996,0.0682915310152022,121,0.6054171568776278
CAND_04289,81.94,0.4898767307284598,122,0.6053988103728498
CAND_03778,41.32,0.34198782225466434,123,0.6051866794087156
CAND_03857,94.96,0.6024836170311151,124,0.605159601364945
CAND_02773,11.0,0.22405942107319446,125,0.6049578514249765
CAND_02864,29.14,0.3054219497684201,126,0.6043933661026764
CAND_02866,25.380000000000003,0.2921169342658017,127,0.6043604270919106
CAND_01548,59.62,0.3991783004002722,128,0.6042216149323881
CAND_00432,78.68,0.47467877420717225,129,0.6041225682260292
CAND_04438,7.340000000000001,0.1984946653383661,130,0.6038905403853911
CAND_02143,66.94,0.4236127858789145,131,0.6038322525361395
CAND_04176,95.1,0.6046462732765212,132,0.6034913871820418
CAND_04423,28.139999999999997,0.3028139726519637,133,0.6033100608181312
CAND_02976,52.38,0.37635338288348724,134,0.6029035196106094
CAND_04953,30.020000000000003,0.30805893523075145,135,0.6028895476672433
CAND_03775,86.11999999999999,0.5149796822793811,136,0.6026522358042237
CAND_02014,33.62,0.3200379382814413,137,0.6018946085673627
CAND_03893,51.06,0.3727881692958094,138,0.6008775695793385
CAND_01504,86.74,0.5199079535677601,139,0.6007582682061732
CAND_04166,16.06,0.2509867155809448,140,0.6006051441485631
CAND_02135,75.6,0.46092841502498305,141,0.6004299425013941
CAND_01793,5.319999999999999,0.17463138303623593,142,0.6004295134828751
CAND_02732,75.82,0.4617927025792241,143,0.6003772376265619
CAND_01263,77.4,0.4675733570429095,144,0.6002430717330136
CAND_03170,76.25999999999999,0.46336032201998284,145,0.5997143045938886
CAND_03602,20.74,0.27317909420604636,146,0.5996690873093353
CAND_04942,49.88,0.3686150807020408,147,0.5995997622076423
CAND_00074,69.5,0.43344281865855033,148,0.5993790563896219
CAND_04637,98.2,0.6812276009019754,149,0.5991829798433217
CAND_04370,46.660000000000004,0.35877419222643553,150,0.5987689846161348
CAND_01733,89.62,0.541063116544431,151,0.5975219023842794
CAND_00553,56.8,0.3894856489177764,152,0.5972849291345794
CAND_01102,86.32,0.5161431577313779,153,0.5972102222426767
CAND_00818,91.16,0.5559286611033518,154,0.597051120123189
CAND_02959,50.68,0.37150733401987884,155,0.5970490722015023
CAND_02914,92.60000000000001,0.5707597742905893,156,0.59622611730473
CAND_03091,53.0,0.378834551484671,157,0.5961847702750374
CAND_04418,96.89999999999999,0.6422468452939225,158,0.5959720284071595
CAND_00273,91.14,0.5558997082895065,159,0.5959404185716939
CAND_02365,15.32,0.24723675973264464,160,0.5956410995942818
CAND_03840,78.28,0.4723792713606362,161,0.5951585320410191
CAND_02140,53.239999999999995,0.3795039473776085,162,0.5951042290407461
CAND_03308,58.32000000000001,0.3952447174930524,163,0.5950497218860872
CAND_00850,24.240000000000002,0.28730757967943227,164,0.5944342461645138
CAND_04310,99.11999999999999,0.7230656520290174,165,0.5937359936477129
CAND_03972,34.12,0.3215709833923896,166,0.5935901824459309
CAND_04279,47.760000000000005,0.3622296655714082,167,0.5934749309984948
CAND_00988,84.89999999999999,0.5076313308924949,168,0.5933330835072197
CAND_00332,92.94,0.5752320752811437,169,0.5931245605211405
CAND_04114,58.199999999999996,0.39447728780656666,170,0.5927280928327174
CAND_03858,24.2,0.28710152719038123,171,0.5925481845751477
CAND_03512,24.22,0.2871892184304531,172,0.5919505118844759
CAND_03670,55.42,0.3852944438482186,173,0.591846291329359
CAND_00125,39.900000000000006,0.3382447477442177,174,0.5918358442040754
CAND_03142,93.8,0.5835162018908984,175,0.5916819142594056
CAND_03850,41.08,0.34134186372504205,176,0.5914766049841355
CAND_04798,34.42,0.32268653710545364,177,0.5907513276857619
CAND_00027,81.08,0.48632088009500113,178,0.5907033276523798
CAND_00464,97.0,0.6461781329229815,179,0.5905572327267196
CAND_02212,7.6,0.2010785424880333,180,0.5904356704659076
CAND_02909,44.04,0.3500937213858597,181,0.5903551250069725
CAND_00874,66.03999999999999,0.4209107367365216,182,0.5900417002022813
CAND_02345,49.5,0.36718879498176293,183,0.5899669959050553
CAND_02111,12.3,0.23248087717477717,184,0.5899144735136195
CAND_03303,76.5,0.464213169420329,185,0.5897969212506128
CAND_03344,72.6,0.4466943418459366,186,0.5896433627118345
CAND_02200,78.62,0.4745648104835312,187,0.5893689906938447
CAND_02044,80.25999999999999,0.48241026303962325,188,0.5893051247211067
CAND_04442,48.08,0.3634141323142565,189,0.5890420469227527
CAND_03220,78.9,0.4755890612764974,190,0.5886996627708899
CAND_00251,76.74,0.4649973634686146,191,0.5884018504051295
CAND_00304,23.5,0.28434292253754995,192,0.5882373857091359
CAND_02222,55.96,0.3872021142633695,193,0.587965441037583
CAND_03521,63.18,0.4113774684164129,194,0.587551581251456
CAND_04371,1.5599999999999998,0.10853337462128988,195,0.587515770368601
CAND_01544,38.32,0.33335408903524816,196,0.5872850742037918
CAND_02415,93.86,0.5845497982805627,197,0.5867577267845238
CAND_03878,52.78,0.37815380352234984,198,0.5866755730443314
CAND_02133,67.97999999999999,0.4275134048283784,199,0.586319561057962
CAND_01991,18.32,0.2610346839608527,200,0.5863061141253467
CAND_04287,25.96,0.2948885583688867,201,0.5861903607989914
CAND_01503,6.34,0.18587704728511484,202,0.5861814349107421
CAND_04898,84.94,0.5079731148084631,203,0.5860158772943702
CAND_02556,8.82,0.209497792614759,204,0.5859714488112917
CAND_01695,89.56,0.5407732449668269,205,0.5858455221516526
CAND_02763,89.34,0.5384445328155678,206,0.5858419167893016
CAND_01417,14.719999999999999,0.24404650309151596,207,0.5857591106065825
CAND_00470,91.78,0.5621490322869344,208,0.5857413153059501
CAND_01016,88.12,0.5286356565742112,209,0.5855448155822329
CAND_04845,99.02,0.7116149423180929,210,0.585278295287091
CAND_00572,53.64,0.3806785510820431,211,0.5851624006627891
CAND_01185,95.36,0.6094871043695287,212,0.5850050497635502
CAND_03812,13.459999999999999,0.2381165633833405,213,0.584980549159531
CAND_01881,34.8,0.32362190628787524,214,0.5846304594661477
CAND_01488,39.06,0.3354312946718087,215,0.5844790557074935
CAND_00864,76.96,0.46598156751606257,216,0.5843584797856799
CAND_00397,66.86,0.4233695329043649,217,0.5841794708056811
CAND_03035,70.88,0.43925305939222536,218,0.5839195832360271
CAND_01159,97.08,0.6491477505146948,219,0.5838842425697606
CAND_00646,55.32,0.385093690325695,220,0.5834011886726473
CAND_01840,27.6,0.30043372316515443,221,0.5832485304285477
CAND_00908,87.5,0.5244262397190366,222,0.5825657742683382
CAND_04163,42.4,0.34535004131280594,223,0.5822991203589701
CAND_03871,43.18,0.34734649274195206,224,0.5821984100189402
CAND_01068,31.680000000000003,0.31326032062262543,225,0.5821880579749552
CAND_02097,11.34,0.22627220250202698,226,0.581960548193712
CAND_02397,30.4,0.3094688488302095,227,0.5815166744609764
CAND_00116,92.2,0.5662270672537129,228,0.5814343768048542
CAND_04603,84.88,0.5074559726091341,229,0.5813034860995833
CAND_03896,56.220000000000006,0.3878097442225433,230,0.5812955951174101
CAND_03562,95.7,0.615121887539826,231,0.5812488201009955
CAND_04067,71.24000000000001,0.4403067932001221,232,0.5811754109959768
CAND_00953,9.16,0.21226979746541286,233,0.5811710084859579
CAND_02069,65.06,0.41798178818215387,234,0.5811091279992029
CAND_03849,76.1,0.4627986781860391,235,0.5807019027462165
CAND_04076,18.16,0.2605313142668305,236,0.5802547757530507
CAND_03888,92.06,0.565110843280612,237,0.5801756310847737
CAND_03166,59.440000000000005,0.39892859640481015,238,0.5800287691799527
CAND_04719,88.3,0.5293365471285673,239,0.5796333552388571
CAND_01383,82.89999999999999,0.49491246004367034,240,0.579450223183158
CAND_03963,43.32,0.34778596669228223,241,0.5793881763300643
CAND_04621,24.8,0.2896452910213583,242,0.5793286224141313
CAND_02081,69.52000000000001,0.4335776907931882,243,0.578757270186909
CAND_04387,87.9,0.5273473234693842,244,0.5786109784261071
CAND_00376,65.53999999999999,0.419764381686069,245,0.5785796264398866
CAND_04852,39.94,0.338316920824513,246,0.578571368215511
CAND_04457,73.96000000000001,0.45260808679885206,247,0.5785665034539003
CAND_01079,82.56,0.49366450739826145,248,0.5785145716510021
CAND_04489,10.4,0.22028188203911067,249,0.5783901753985519
CAND_01366,94.84,0.6004731380390058,250,0.578359663307544
CAND_00975,34.0,0.3211487301876409,251,0.5783368068535869
CAND_00611,75.28,0.45933108832109426,252,0.5782847950002385
CAND_04656,25.840000000000003,0.2943253036490751,253,0.5782237142587014
CAND_03575,16.42,0.253020676168668,254,0.5780505274175811
CAND_01472,91.88,0.5634943230221977,255,0.5778818058254513
CAND_00098,39.98,0.338454583742767,256,0.5777284008222396
CAND_00114,90.24,0.547432096234089,257,0.5776939872843285
CAND_04208,49.24,0.3664635713241501,258,0.5775431047094108
CAND_04453,43.36,0.3478245604335798,259,0.5774169296610268
CAND_02986,81.56,0.4880923066728174,260,0.5771216222515718
CAND_02674,17.98,0.25999928217871215,261,0.5767989725943213
CAND_00076,23.44,0.2842000812708545,262,0.5767559812331308
CAND_03788,48.38,0.3640907779386353,263,0.5766099518117025
CAND_03627,20.979999999999997,0.2738522251430821,264,0.5765414558680125
CAND_01770,37.24,0.32981889937147085,265,0.5764658406656957
CAND_00985,78.97999999999999,0.47578576009013723,266,0.576444497668418
CAND_03919,93.24,0.5771054723996806,267,0.5763165047278307
CAND_02826,75.18,0.4589094657330801,268,0.5762327416106758
CAND_04126,82.92,0.4952743054488981,269,0.5760018578892889
CAND_04955,73.52,0.45104437572405187,270,0.5754340937123197
CAND_03960,74.32,0.4546308387402259,271,0.5753197706467547
CAND_01440,95.92,0.6201146542967244,272,0.5747785582871654
CAND_03805,90.94,0.5545791294665842,273,0.5747684181477253
CAND_03907,85.72,0.512844859609249,274,0.5746249580027747
CAND_04063,94.28,0.590468912347005,275,0.5746110531964608
CAND_03011,86.4,0.5173075537559478,276,0.5739266599747928
CAND_03187,8.08,0.20430243680830779,277,0.5738639480683814
CAND_01758,40.58,0.3399200920483705,278,0.5738441822757795
CAND_00876,26.1,0.29510858922634275,279,0.5736934972926617
CAND_00399,58.48,0.3960050890370865,280,0.5733744088650075
CAND_04528,80.78,0.48439182415818033,281,0.573099153661743
CAND_02641,96.84,0.6394968754979581,282,0.5728804680336741
CAND_04452,59.14,0.3979471837639874,283,0.5727923966972983
CAND_02380,42.5,0.3456219681905089,284,0.5727524075861922
CAND_04202,41.9,0.34395520368855304,285,0.5726517565369668
CAND_01484,21.560000000000002,0.27619278657641055,286,0.5725303865909381
CAND_03408,23.96,0.28616553242380105,287,0.5724704829828053
CAND_03051,31.879999999999995,0.31377964018266136,288,0.5724299076507915
CAND_00936,52.68000000000001,0.3779336128290804,289,0.5721462414749572
CAND_04604,94.39999999999999,0.5922265761848471,290,0.5720166645970775
CAND_03814,78.42,0.47308402648842474,291,0.5719922946584143
CAND_00578,32.74,0.3160462638124856,292,0.571934797925372
CAND_00941,9.28,0.2134680961601948,293,0.5718948440317708
CAND_00188,45.82,0.35507977825680037,294,0.5717442455477086
CAND_02515,96.22,0.6260321796041546,295,0.5716914305063832
CAND_00601,78.38000000000001,0.4730084542836131,296,0.5716576684440478
CAND_01979,70.76,0.4388414927354723,297,0.5716212285504482
CAND_02831,99.26,0.7379425233849932,298,0.5716044852963682
CAND_03326,97.52,0.6570700540569568,299,0.5714510671838198
CAND_04859,63.32,0.4117904097421365,300,0.5712228489491277
CAND_00837,35.66,0.3259561610454028,301,0.5712080654136407
CAND_02761,93.96,0.5858993488078619,302,0.571135097328975
CAND_04700,27.779999999999998,0.3012788471291697,303,0.5710137414530503
CAND_02196,96.39999999999999,0.6288939515815494,304,0.570907960977712
CAND_04420,15.68,0.24871744494432826,305,0.5708287997237743
CAND_04938,69.16,0.43180425764394137,306,0.5706211318334645
CAND_01736,36.68,0.3285982323881868,307,0.5700602422788411
CAND_00855,21.02,0.2738667711098701,308,0.5699528530741824
CAND_03165,47.64,0.3618651820940587,309,0.569890580729937
CAND_03811,38.36,0.33341227568363513,310,0.56986265619586
CAND_04108,50.019999999999996,0.36939384349710297,311,0.5696093045500616
CAND_02648,40.739999999999995,0.340524046700298,312,0.5695734310040337
CAND_02572,12.02,0.23022386443070522,313,0.5691811862480581
CAND_00740,4.32,0.15991075609539016,314,0.5691642860394117
CAND_02753,49.18,0.36627578219511736,315,0.5688889583153902
CAND_01676,63.04,0.41097574223961697,316,0.5688670605197783
CAND_00487,71.84,0.44369691185026805,317,0.5688379513901012
CAND_00238,88.8,0.5329709839771926,318,0.5688243152143428
CAND_01009,96.12,0.6227095457670978,319,0.5684307191745416
CAND_03284,31.8,0.31346040422762045,320,0.5683862881700033
CAND_04171,56.58,0.3888156142352833,321,0.568273928708467
CAND_04460,73.74000000000001,0.45170513891804853,322,0.5682627418607189
CAND_00379,3.92,0.15516555147340672,323,0.5680788446313483
CAND_01738,21.82,0.27746568205231276,324,0.5679784843752247
CAND_01809,73.36,0.4496485494223202,325,0.5676979575519865
CAND_04462,83.88,0.5025858206367045,326,0.5672285224659952
CAND_00772,48.68,0.36467776071355196,327,0.5670256079464795
CAND_03376,57.42,0.3920012711810219,328,0.5669394560463925
CAND_02065,37.7,0.3311317402381545,329,0.5667180649798673
CAND_03721,87.62,0.5250904553048407,330,0.5666700352613071
CAND_02983,50.7,0.37153388806611726,331,0.5662611589746336
CAND_04290,84.38,0.5049220575598222,332,0.5660235165085965
CAND_01959,37.12,0.32965122687308074,333,0.5658464956464
CAND_04892,51.38,0.3734693778613951,334,0.5658159356038586
CAND_00387,85.18,0.5091293529671647,335,0.5655325080725173
CAND_04685,68.47999999999999,0.4290270329234616,336,0.5654841621000192
CAND_04552,60.199999999999996,0.40109773704100843,337,0.5647450631867315
CAND_02884,37.92,0.331872453111758,338,0.5645169984138341
CAND_00057,14.099999999999998,0.24191320657703289,339,0.5643282092356315
CAND_00640,91.82000000000001,0.5624774400397567,340,0.5632916228468471
CAND_04908,28.199999999999996,0.3029348519208285,341,0.5631128653285298
CAND_02341,14.360000000000001,0.24287940607438593,342,0.563106307653251
CAND_01574,80.62,0.4838115793753957,343,0.5629828260876422
CAND_00216,5.46,0.1764642442316156,344,0.5628357767277422
CAND_03511,73.3,0.44925949620675465,345,0.5626919871604609
CAND_00825,92.30000000000001,0.5672311121004743,346,0.5625160392946401
CAND_03370,65.88000000000001,0.4204824617813855,347,0.5623032073654921
CAND_00652,19.3,0.2674872553216146,348,0.5622786342955328
CAND_04082,1.2,0.09816162141078452,349,0.5621512303667626
CAND_03444,99.16,0.7268700340995977,350,0.561683499449579
CAND_00503,31.46,0.3127996979543748,351,0.561683461094473
CAND_03031,99.68,0.8044956865221911,352,0.5610522931511988
CAND_03895,66.44,0.4219915103680602,353,0.5609713499526789
CAND_04678,8.92,0.2099542040076032,354,0.5608239617997851
CAND_04949,76.82,0.4654400878489556,355,0.5601742918416872
CAND_00895,85.32,0.5101056971449323,356,0.560016888575739
CAND_03855,43.980000000000004,0.3499323806558304,357,0.5599589975946677
CAND_03262,82.38,0.4927126605874932,358,0.559908971351841
CAND_04725,51.42,0.37355659644593336,359,0.5598840602751884
CAND_03270,52.04,0.37522987439414107,360,0.5598081928135271
CAND_02213,72.04,0.44422898550318574,361,0.5597643942365715
CAND_03591,91.52,0.5588719865956411,362,0.559664857744562
CAND_03686,18.96,0.2659370074523316,363,0.55933515619426
CAND_01296,97.2,0.6521136599786841,364,0.5588997328993566
CAND_01197,77.03999999999999,0.46615442451374206,365,0.5588931305326983
CAND_04194,24.54,0.28833546566099,366,0.5587973212974313
CAND_02645,81.54,0.488018038333494,367,0.558695898347834
CAND_02233,68.84,0.4303809312318243,368,0.5586215738669886
CAND_00246,81.24,0.486871551916436,369,0.5584604096770867
CAND_00041,83.67999999999999,0.5009550119646868,370,0.5584259333330819
CAND_00005,53.32,0.37998110083248365,371,0.5583362163885073
CAND_00684,86.46000000000001,0.518276983525847,372,0.5579488155400423
CAND_00778,52.54,0.37727509426456357,373,0.5579315587230342
CAND_00641,73.11999999999999,0.44890726487073,374,0.5579244277866683
CAND_02553,97.06,0.6487896979796325,375,0.5578818775350198
CAND_01283,69.12,0.4315908639995323,376,0.5578663174121838
CAND_04099,86.76,0.5201528404835962,377,0.5576892009830833
CAND_02139,86.22,0.5156490142986176,378,0.5576801716004889
CAND_01389,72.8,0.4474665428676036,379,0.5567430758333816
CAND_03750,68.14,0.4278250547379737,380,0.5566631291128483
CAND_04128,48.78,0.36532871018692725,381,0.5566460543646059
CAND_00526,78.48,0.47352269318789264,382,0.556520843999325
CAND_04365,46.58,0.35863915649188155,383,0.5562006366634393
CAND_04738,98.32,0.6854803409056193,384,0.5561867056123714
CAND_03074,33.52,0.31959726109462444,385,0.5557452202902491
CAND_02984,18.68,0.2629422662323772,386,0.5556452010997749
CAND_03239,49.8,0.3682890741106108,387,0.5556314497071807
CAND_03786,80.4,0.4829110411095889,388,0.5555872598877443
CAND_03432,85.76,0.51290836962257,389,0.5551064329425558
CAND_03152,81.10000000000001,0.48633924004429,390,0.5551019230731741
CAND_03918,96.94,0.6445040188063907,391,0.5549054396727119
CAND_01362,78.64,0.47457132199028,392,0.5545710213841752
CAND_03693,75.06,0.4583956988566597,393,0.5544586021059256
CAND_00972,31.22,0.31213827940282973,394,0.5544147986132705
CAND_02961,78.96,0.4757295998792379,395,0.554377691484357
CAND_04568,78.10000000000001,0.47098639590810315,396,0.5543753109455958
CAND_01655,78.56,0.4742023680221841,397,0.5540886185597297
CAND_00440,7.180000000000001,0.19689623317973412,398,0.5537038444830142
CAND_03819,67.60000000000001,0.42601745162704124,399,0.5536644678870974
CAND_01950,93.0,0.5756472739262058,400,0.5535746355192338
CAND_04759,86.64,0.5195422356190602,401,0.5533079431753665
CAND_04436,8.559999999999999,0.2079214393094387,402,0.5531950289031937
CAND_02624,63.56,0.41257938564983004,403,0.5531871671379629
CAND_01929,86.98,0.5211450471168781,404,0.5531400180488977
CAND_02830,93.47999999999999,0.5795804452092707,405,0.5529016860748622
CAND_03522,17.28,0.2575139435483578,406,0.5528332749483602
CAND_01610,24.42,0.28808653439346255,407,0.5527897241071174
CAND_01558,92.02,0.5648752494442478,408,0.5525995039856174
CAND_04598,80.24,0.48229320377788926,409,0.5524106808641325
CAND_00718,5.42,0.1760284430191567,410,0.5521938002412201
CAND_01415,70.24000000000001,0.4366877935668044,411,0.5521696224867245
CAND_01337,41.68,0.34334529395958213,412,0.5521293835919222
CAND_02244,80.74,0.4843156535635384,413,0.5517696905467301
CAND_00008,37.4,0.3304695084104995,414,0.5515756732088943
CAND_04066,94.64,0.5971930351956792,415,0.5515288642953798
CAND_02457,35.480000000000004,0.32539565182753466,416,0.5514265797163489
CAND_02643,63.88,0.41381060872788555,417,0.5514061695679356
CAND_04384,62.239999999999995,0.40779886911665897,418,0.5512802590551409
CAND_03700,53.300000000000004,0.37983063147623797,419,0.5512228332843474
CAND_00308,6.4399999999999995,0.18719811205337747,420,0.5509892111015305
CAND_01390,94.88,0.6013844661911376,421,0.5505575182435856
CAND_04841,62.019999999999996,0.4068119519486421,422,0.5501857119776264
CAND_02238,35.32,0.3247899612909556,423,0.5501675005908425
CAND_04264,65.96,0.42076713824388084,424,0.5497157677258789
CAND_04629,61.18,0.4037868379785182,425,0.5495584645590925
CAND_00250,43.46,0.3480226898752849,426,0.5494786232493478
CAND_04153,15.840000000000002,0.24946450665650624,427,0.549285257186573
CAND_01975,21.86,0.277706202554788,428,0.5489166136925931
CAND_01992,50.72,0.3715529208431726,429,0.5484479399044437
CAND_04785,75.12,0.4585739329319817,430,0.5484078489112812
CAND_03129,22.939999999999998,0.2822647400910453,431,0.5482352997145354
CAND_04317,99.2,0.7344320874142086,432,0.5482254217255529
CAND_04218,48.36,0.36399754196085665,433,0.5479438706321884
CAND_01822,62.5,0.40911015429325504,434,0.5479368267214504
CAND_00228,20.68,0.27302230748378786,435,0.5478353860382053
CAND_01571,13.059999999999999,0.2364509627425514,436,0.5478254494546161
