candidate_id,composition,n_elements,Al,Co,Cr,Cu,Fe,Mn,Mo,Nb,Ni,Ti,V,W,composition_sum,valid_composition,Predicted_YS_MPa,Predicted_UTS_MPa,Predicted_Elongation_pct,Predicted_Hardness_HV,UTS_to_YS_Ratio,UTS_YS_Consistency,YS_Score,UTS_Score,Elongation_Score,Hardness_Score,Balanced_Score,Pareto_Optimal,Overall_Rank,YS_Ensemble_Mean_MPa,YS_Uncertainty_STD_MPa,YS_Relative_Uncertainty,Uncertainty_Risk,Predicted_YS_MPa_Normalized,Predicted_UTS_MPa_Normalized,Predicted_Elongation_pct_Normalized,Predicted_Hardness_HV_Normalized,Performance_Score,Uncertainty_Penalty,Uncertainty_Aware_Score,Final_Rank,Nearest_Experimental_Distance,Nearest_Experimental_Record_ID,Nearest_Experimental_Alloy,Nearest_Experimental_Composition,Novelty_Percentile,Novelty_Score,Discovery_Score,Discovery_Rank,Novelty_Category
CAND_02156,Al44.04Cr13.99Cu8.33Mn8.92Mo8.03Nb16.69,6,44.04,0.0,13.99,8.33,0.0,8.92,8.03,16.69,0.0,0.0,0.0,0.0,100.0,True,1087.7585,1546.5494,51.430122,623.031,1.4217763741962388,True,0.60915744,0.7665003350148223,0.5761996429272865,0.8994087700889235,0.6916585715845067,False,26,1419.30673828125,194.92942580345613,0.1373412952576491,Low,0.6091573732018376,0.7665003350148223,0.5761996429272865,0.8994087700889235,0.7128165303082175,0.1373412952576491,0.626739337857893,6,3.4714308067601616,R01116,Al1 Co0.149 Cr0.34 Cu0.191 Fe0.34 Ni0.106,Al:47.0367;Co:7.0085;Cr:15.9925;Cu:8.9840;Fe:15.9925;Ni:4.9859,30.959999999999997,0.20078182656483312,0.6600039127720263,11,Moderate
CAND_02578,Al29.62Cr29.26Nb17.81Ti23.31,4,29.62,0.0,29.26,0.0,0.0,0.0,0.0,17.81,0.0,23.31,0.0,0.0,100.0,True,1174.8495,1758.3973,58.008778,488.8427333333333,1.4967000615832708,True,0.6817888,0.9328693420518416,0.6938631881126383,0.6118548847362395,0.7496414789586858,False,121,1241.1289469401042,181.802215551814,0.1464813273431673,Low,0.6817887786392564,0.9328693420518416,0.6938631881126383,0.6118548847362392,0.7300940483849938,0.1464813273431673,0.6368128559728914,4,3.039838661051931,R01820,AlCr1.5NbTiV,Al:18.1818;Cr:27.2727;Nb:18.1818;Ti:18.1818;V:18.1818,20.46,0.17162548506526631,0.6585445765980728,12,Low
CAND_00186,Al23.48Cu10.65Mn21.02W44.85,4,23.48,0.0,0.0,10.65,0.0,21.02,0.0,0.0,0.0,0.0,0.0,44.85,100.0,True,648.13727,1539.9425,51.693375,374.4050333333333,2.375951169409104,True,0.24252585,0.7613117851514869,0.5809080942068002,0.3666247607972495,0.5013720314169021,False,1524,1459.837996419271,198.31256767947724,0.1358455994198695,Low,0.2425258292417652,0.7613117851514869,0.5809080942068002,0.3666247607972494,0.4878426173493254,0.1358455994198695,0.4294972992794882,1036,14.640349264500218,R01773,Cr1 Nb1 Ti1 W1,Cr:25.0000;Nb:25.0000;Ti:25.0000;W:25.0000,99.94,0.9553015831751166,0.6583302309188476,13,Extreme
CAND_01212,Al35.04Co17.31Cr29.08Nb12.60Ti5.97,5,35.04,17.31,29.08,0.0,0.0,0.0,0.0,12.6,0.0,5.97,0.0,0.0,100.0,True,1145.7308,1843.8789,59.48518,557.0157333333334,1.6093473647873544,True,0.6575047,1.0,0.7202695990024529,0.7579437456561352,0.7910103708912546,False,1,1324.7680257161458,239.47948092000567,0.1807708793322871,High,0.6575046148851306,1.0,0.7202695990024529,0.7579437456561352,0.7839294898859297,0.1807708793322871,0.6639132990214267,2,2.2676722190932295,R01089,Al1 Co0.5 Cr1 Fe0.147 Ni0.294,Al:34.0020;Co:17.0010;Cr:34.0020;Fe:4.9983;Ni:9.9966,7.04,0.11946154116561718,0.6580132463544426,14,Low
CAND_01908,Al40.59Cu17.92Nb19.50W21.99,4,40.59,0.0,0.0,17.92,0.0,0.0,0.0,19.5,0.0,0.0,0.0,21.99,100.0,True,930.7706,1483.8318,45.463417,581.232,1.59419705818051,True,0.47823396,0.7172467675461572,0.4694812397496216,0.8098371171238096,0.5974901056858549,False,338,1358.0233805338542,155.05257102200025,0.1141751852321182,Low,0.4782339504179801,0.7172467675461572,0.4694812397496216,0.8098371171238096,0.6186997687093921,0.1141751852321182,0.5552984637514586,74,6.644296651452747,R01773,Cr1 Nb1 Ti1 W1,Cr:25.0000;Nb:25.0000;Ti:25.0000;W:25.0000,88.34,0.4151257645166315,0.6559182742759426,15,Very High
CAND_01687,Al43.28Cr21.23Cu9.30Ti26.19,4,43.28,0.0,21.23,9.3,0.0,0.0,0.0,0.0,0.0,26.19,0.0,0.0,100.0,True,1153.7106,1595.7526,50.573265,633.3050333333333,1.3831481133236352,True,0.66415954,0.8051407346932892,0.5608741976787609,0.9214251376643524,0.7192224073463025,False,12,1294.5698527018228,211.3070164573332,0.1632256583268383,Medium,0.6641595400680946,0.8051407346932892,0.5608741976787609,0.9214251376643524,0.7378999025261244,0.1632256583268383,0.6343566248250624,5,3.399564261212397,R00101,Al2CoCrFeNiTi,Al:28.5714;Co:14.2857;Cr:14.2857;Fe:14.2857;Ni:14.2857;Ti:14.2857,29.26,0.19592685975132365,0.65497428759055,16,Moderate
CAND_02137,Al18.37Cr36.64Nb15.18Ti24.76W5.05,5,18.37,0.0,36.64,0.0,0.0,0.0,0.0,15.18,0.0,24.76,0.0,5.05,100.0,True,1225.6493,1719.69,56.201027,356.962,1.4030848883409317,True,0.72415435,0.9024716129920584,0.6615303846536392,0.3292458443544578,0.7027572656369636,False,20,1414.1574300130208,156.1514729033803,0.1104201481315574,Low,0.7241543602715694,0.9024716129920584,0.6615303846536392,0.3292458443544578,0.6543505505679311,0.1104201481315574,0.5892819503221106,23,4.556610770183529,R01820,AlCr1.5NbTiV,Al:18.1818;Cr:27.2727;Nb:18.1818;Ti:18.1818;V:18.1818,58.879999999999995,0.2740914961607405,0.6547023122273303,17,High
CAND_04637,Al27.06Co5.31Cu5.12Fe19.02W43.49,5,27.06,5.31,0.0,5.12,19.02,0.0,0.0,0.0,0.0,0.0,0.0,43.49,100.0,True,773.5752,1548.0615,45.203125,394.54733333333326,2.001177790317633,True,0.34713748,0.7676878217708424,0.4648257478826832,0.4097879729678567,0.5121222296998257,False,1316,1426.9951171875,192.0050697501672,0.1345520159372336,Low,0.3471374785632857,0.7676878217708424,0.4648257478826832,0.4097879729678567,0.4973597552961669,0.1345520159372336,0.4383754541966123,904,13.794017776663587,R01773,Cr1 Nb1 Ti1 W1,Cr:25.0000;Nb:25.0000;Ti:25.0000;W:25.0000,99.52,0.8981273965580067,0.6534079287573296,18,Extreme
CAND_02875,Al18.25Cr39.27Fe12.40Nb30.08,4,18.25,0.0,39.27,0.0,12.4,0.0,0.0,30.08,0.0,0.0,0.0,0.0,100.0,True,1181.0442,1707.6715,58.19433,361.429,1.4458997514654608,True,0.686955,0.8930332097269119,0.6971819064247422,0.3388182401963479,0.6991146770328602,False,127,1440.1081461588542,153.7267308063366,0.106746657337066,Low,0.6869549814301668,0.8930332097269119,0.6971819064247422,0.3388182401963479,0.6539970844445422,0.106746657337066,0.5909185088646387,20,4.24379044740647,R00086,AlCoCrFeNb0.75Ni,Al:17.3913;Co:17.3913;Cr:17.3913;Fe:17.3913;Nb:13.0435;Ni:17.3913,51.9,0.2529588220618506,0.6526936656187763,19,High
CAND_03366,Al24.06Co9.19Cr21.43Fe7.19W38.13,5,24.06,9.19,21.43,0.0,7.19,0.0,0.0,0.0,0.0,0.0,0.0,38.13,100.0,True,907.7528,1730.1254,50.037045,418.4280333333333,1.9059433201220333,True,0.45903778,0.9106667715753348,0.5512835539060374,0.460962254002427,0.6178766041989183,False,263,1397.399287923177,223.2370180966239,0.159751776049922,Medium,0.4590377629350322,0.9106667715753348,0.5512835539060374,0.460962254002427,0.5954875856047079,0.159751776049922,0.5134612405017562,232,10.180971614686918,R01773,Cr1 Nb1 Ti1 W1,Cr:25.0000;Nb:25.0000;Ti:25.0000;W:25.0000,97.06,0.6540469405074785,0.6514987558616664,20,Extreme
