candidate_id,composition,n_elements,Al,Co,Cr,Cu,Fe,Mn,Mo,Nb,Ni,Ti,V,W,composition_sum,valid_composition,Predicted_YS_MPa,Predicted_UTS_MPa,Predicted_Elongation_pct,Predicted_Hardness_HV,UTS_to_YS_Ratio,UTS_YS_Consistency,YS_Score,UTS_Score,Elongation_Score,Hardness_Score,Balanced_Score,Pareto_Optimal,Overall_Rank,YS_Ensemble_Mean_MPa,YS_Uncertainty_STD_MPa,YS_Relative_Uncertainty,Uncertainty_Risk,Predicted_YS_MPa_Normalized,Predicted_UTS_MPa_Normalized,Predicted_Elongation_pct_Normalized,Predicted_Hardness_HV_Normalized,Performance_Score,Uncertainty_Penalty,Uncertainty_Aware_Score,Final_Rank,Novelty_35D_Distance,Nearest_Experimental_Record_ID,Nearest_Experimental_Alloy,Nearest_Experimental_Composition,Novelty_35D_Percentile,Novelty_35D_Score,Discovery_35D_Score,Discovery_35D_Rank,Novelty_35D_Category
CAND_02215,Al31.20Mn22.19Ti16.25W30.36,4,31.2,0.0,0.0,0.0,0.0,22.19,0.0,0.0,0.0,16.25,0.0,30.36,100.0,True,917.8524,1530.5532,47.385025,475.2556666666666,1.6675373640303086,True,0.46746054,0.7539381528531601,0.5038504497731482,0.5827389723871272,0.5797930700127119,False,459,1407.096309407552,220.4605965451184,0.1566776879956011,Medium,0.4674605407462384,0.7539381528531601,0.5038504497731482,0.5827389723871272,0.5769970289399184,0.1566776879956011,0.4988399403984291,306,5.470397069907644,R01772,Cr1 Nb1 Ti1 W1,Cr:25.0000;Nb:25.0000;Ti:25.0000;W:25.0000,97.98,0.6722199913373735,0.6432736841326022,33,Extreme
CAND_02559,Al42.10Nb8.86V25.14W23.90,4,42.1,0.0,0.0,0.0,0.0,0.0,0.0,8.86,0.0,0.0,25.14,23.9,100.0,True,1059.4282,1132.5347,40.271873,608.024,1.0690055973404728,True,0.58553076,0.4413651104611237,0.3766270956773762,0.8672500630373802,0.532313055805433,False,970,1408.0400146484376,199.72938382626552,0.1418492242751598,Low,0.58553071251975,0.4413651104611237,0.3766270956773762,0.8672500630373802,0.5676932454239075,0.1418492242751598,0.4971700583185808,315,5.199464848222046,R00681,Al1 Nb1 Ti1 V1 Zr0.1,Al:24.3902;Nb:24.3902;Ti:24.3902;V:24.3902;Zr:2.4390,96.72,0.6358002124605328,0.6406726722492865,34,Extreme
CAND_02706,Al20.22Co7.02Cr6.73Cu24.50W41.53,5,20.22,7.02,6.73,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.53,100.0,True,831.15314,1486.8602,46.86783,361.297,1.7889124560082594,True,0.39515585,0.7196250394143747,0.4946000805104693,0.338535375577783,0.5088645998609582,False,1377,1409.5520670572917,162.5567796531835,0.1153251330350298,Low,0.3951558352751315,0.7196250394143747,0.4946000805104693,0.338535375577783,0.4869790826944397,0.1153251330350298,0.4366252209965619,935,6.451333469553612,R00957,Cr1 Fe1 Ni1 V0.5 W1,Cr:22.2222;Fe:22.2222;Ni:22.2222;V:11.1111;W:22.2222,99.66000000000001,0.8040813349054632,0.6397638995336519,35,Extreme
CAND_00486,Al31.72Cu16.15Fe14.56W37.57,4,31.72,0.0,0.0,16.15,14.56,0.0,0.0,0.0,0.0,0.0,0.0,37.57,100.0,True,781.60175,1452.9003,45.643272,484.936,1.8588754543715984,True,0.3538314,0.6929555522866926,0.4726980635080476,0.6034830920531471,0.522733072963746,False,1118,1440.9541422526042,188.0163187367195,0.1304804318358103,Low,0.3538313919104021,0.6929555522866926,0.4726980635080476,0.6034830920531471,0.5307420249395723,0.1304804318358103,0.4694836018326204,528,5.753683177732334,R00957,Cr1 Fe1 Ni1 V0.5 W1,Cr:22.2222;Fe:22.2222;Ni:22.2222;V:11.1111;W:22.2222,99.0,0.7103004283620573,0.6388683240585168,36,Extreme
CAND_03059,Al28.72Cr8.67Cu19.40Mo7.91W35.30,5,28.72,0.0,8.67,19.4,0.0,0.0,7.91,0.0,0.0,0.0,0.0,35.3,100.0,True,902.3696,1480.113,44.678642,468.0903333333333,1.640251347769788,True,0.45454836,0.7143263087482686,0.4554450279956047,0.5673842808702799,0.5496313113500236,False,744,1336.7986328125,188.7882684178391,0.1412241632987357,Low,0.454548327956094,0.7143263087482686,0.4554450279956047,0.5673842808702799,0.5479259863925618,0.1412241632987357,0.4801212627752016,430,5.578064860827775,R01647,Al1 Cr1 Cu1 Fe1 Mn1 W0.5,Al:18.1818;Cr:18.1818;Cu:18.1818;Fe:18.1818;Mn:18.1818;W:9.0909,98.4,0.6866931208642832,0.6371554491214165,41,Extreme
CAND_01949,Al41.17Cu15.95Mo16.95W25.93,4,41.17,0.0,0.0,15.95,0.0,0.0,16.95,0.0,0.0,0.0,0.0,25.93,100.0,True,664.64777,1282.9698,48.161583,595.554,1.9303003265963483,True,0.2562951,0.5595052393484751,0.5177396951329978,0.8405279282381033,0.500254223720545,False,1559,1369.2460367838542,154.4873547017508,0.1128265852531642,Low,0.2562951144661226,0.5595052393484751,0.5177396951329978,0.8405279282381033,0.5435169942964246,0.1128265852531642,0.4884112237242933,365,4.835603997611858,R01594,Al0.947 Co0.158 Mo1 Ni0.289 W0.237,Al:35.9939;Co:6.0053;Mo:38.0084;Ni:10.9844;W:9.0080,94.06,0.5868886004022956,0.6360886709607159,43,Extreme
CAND_01690,Al43.13Mn12.50Mo15.17W29.20,4,43.13,0.0,0.0,0.0,0.0,12.5,15.17,0.0,0.0,0.0,0.0,29.2,100.0,True,598.79315,1333.296,48.48458,622.953,2.2266386912885383,True,0.20137426,0.5990275566428473,0.5235167067451315,0.8992416228143171,0.5058859673628011,False,1439,1365.3983235677083,173.49577012980544,0.127066048884893,Low,0.2013742431344448,0.5990275566428473,0.5235167067451315,0.8992416228143171,0.5557900323341852,0.127066048884893,0.4931299570988567,334,4.918365871867601,R01594,Al0.947 Co0.158 Mo1 Ni0.289 W0.237,Al:35.9939;Co:6.0053;Mo:38.0084;Ni:10.9844;W:9.0080,94.66,0.5980137782828537,0.6354702537580201,45,Extreme
CAND_01704,Al18.55Cr18.77Mn32.86Nb29.82,4,18.55,0.0,18.77,0.0,0.0,32.86,0.0,29.82,0.0,0.0,0.0,0.0,100.0,True,1109.1797,1713.0182,46.335064,332.2163333333333,1.5444009832717027,True,0.627022,0.8972320956725589,0.4850712137762581,0.2762180143332359,0.6199767456668579,False,254,1462.387939453125,158.0933696194129,0.1081063138954315,Low,0.6270220419064803,0.8972320956725589,0.4850712137762581,0.2762180143332357,0.5713858414221332,0.1081063138954315,0.5156417161937163,224,3.9182522079458666,R02703,Al0.8CrFeMnNi,Al:16.7167;Cr:20.8208;Fe:20.8208;Mn:20.8208;Ni:20.8208,76.3,0.4635745511391565,0.6336092931549729,49,Very High
CAND_00288,Al36.73Cr7.80Cu40.85W14.62,4,36.73,0.0,7.8,40.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.62,100.0,True,823.59515,1471.203,47.007423,518.9994,1.7863181846039764,True,0.38885272,0.7073290817155727,0.4970967921888212,0.6764780212048461,0.554600444860627,False,693,1419.9754150390625,194.61086058694056,0.1370522746561686,Low,0.3888526875792507,0.7073290817155727,0.4970967921888212,0.6764780212048461,0.5674391456721227,0.1370522746561686,0.499044026664218,302,4.805889036642752,R00477,Al1 Cu1 Ni1 Ti1,Al:25.0000;Cu:25.0000;Ni:25.0000;Ti:25.0000,93.74,0.582894198034442,0.6318989700789404,54,Extreme
CAND_04680,Al36.32Co6.06Cu25.88Ni6.70W25.04,5,36.32,6.06,0.0,25.88,0.0,0.0,0.0,0.0,6.7,0.0,0.0,25.04,100.0,True,708.74146,1472.5143,47.74105,528.2944,2.077646636089156,True,0.293068,0.7083588756334149,0.5102181886661098,0.6963964047621257,0.5324420680909361,False,968,1327.01787109375,166.2606890694448,0.1252889600743733,Low,0.2930679919806975,0.7083588756334149,0.5102181886661098,0.6963964047621257,0.552010365260587,0.1252889600743733,0.4905498808271462,347,4.85372925753374,R01647,Al1 Cr1 Cu1 Fe1 Mn1 W0.5,Al:18.1818;Cr:18.1818;Cu:18.1818;Fe:18.1818;Mn:18.1818;W:9.0909,94.14,0.5893250693993507,0.6318062580299171,55,Extreme
CAND_02080,Al42.77Cr6.98Cu41.91V8.34,4,42.77,0.0,6.98,41.91,0.0,0.0,0.0,0.0,0.0,0.0,8.34,0.0,100.0,True,1020.6033,1049.1132,46.859726,604.588,1.027934388721055,True,0.55315185,0.3758522962177977,0.4944551351948636,0.8598870112995841,0.5312980840990593,False,984,1455.0495198567708,194.0013367627569,0.1333297142916851,Low,0.5531518553132965,0.3758522962177977,0.4944551351948636,0.8598870112995841,0.5708365745063855,0.1333297142916851,0.503680938837071,277,4.507092917199732,R00477,Al1 Cu1 Ni1 Ti1,Al:25.0000;Cu:25.0000;Ni:25.0000;Ti:25.0000,89.84,0.5427288440146424,0.6283770439773527,61,Very High
CAND_00186,Al23.48Cu10.65Mn21.02W44.85,4,23.48,0.0,0.0,10.65,0.0,21.02,0.0,0.0,0.0,0.0,0.0,44.85,100.0,True,648.13727,1539.9425,51.693375,374.4050333333333,2.375951169409104,True,0.24252585,0.7613117851514869,0.5809080942068002,0.3666247607972495,0.5013720314169021,False,1524,1459.837996419271,198.31256767947724,0.1358455994198695,Low,0.2425258292417652,0.7613117851514869,0.5809080942068002,0.3666247607972494,0.4878426173493254,0.1358455994198695,0.4294972992794882,1036,6.581230076000644,R00957,Cr1 Fe1 Ni1 V0.5 W1,Cr:22.2222;Fe:22.2222;Ni:22.2222;V:11.1111;W:22.2222,99.76,0.8215425495746536,0.6248904725187319,70,Extreme
CAND_02311,Al39.63Mn26.97Nb9.21W24.19,4,39.63,0.0,0.0,0.0,0.0,26.97,0.0,9.21,0.0,0.0,0.0,24.19,100.0,True,732.96356,1580.4634,42.32045,547.5543333333333,2.1562646247546087,True,0.31326854,0.7931337758214267,0.4132672289211835,0.7376687812463613,0.5458878228308305,False,789,1355.5095540364584,213.96591111356847,0.1578490616140752,Medium,0.3132685312516405,0.7931337758214267,0.4132672289211835,0.7376687812463613,0.5643345793101531,0.1578490616140752,0.4873990902781872,371,5.237071470832434,R01647,Al1 Cr1 Cu1 Fe1 Mn1 W0.5,Al:18.1818;Cr:18.1818;Cu:18.1818;Fe:18.1818;Mn:18.1818;W:9.0909,96.88,0.6408554431424134,0.6234993138458269,72,Extreme
CAND_04203,Al17.22Co34.32Mo11.13Ni16.32W21.01,5,17.22,34.32,0.0,0.0,0.0,0.0,11.13,0.0,16.32,0.0,0.0,21.01,100.0,True,928.675,1481.3026,62.657234,336.318,1.5950710630425955,True,0.47648633,0.7152605288692668,0.7770038497611756,0.285007532341926,0.5945261515117882,False,356,1261.4939412434896,148.08390248474845,0.1173877239067656,Low,0.4764862798982404,0.7152605288692668,0.7770038497611756,0.285007532341926,0.5634395477176521,0.1173877239067656,0.5042471253824741,271,4.074705906890279,R01592,Al1 Co1 Cr0.091 Nb0.727 W0.212,Al:33.0033;Co:33.0033;Cr:3.0033;Nb:23.9934;W:6.9967,80.82000000000001,0.4846056750289962,0.623059349542469,73,Very High
CAND_02592,Al21.36Cu6.68Fe10.81Ni5.97Ti12.55W42.63,6,21.36,0.0,0.0,6.68,10.81,0.0,0.0,0.0,5.97,12.55,0.0,42.63,100.0,True,1078.4211,1385.5215,44.81098,376.642,1.2847684872791962,True,0.6013703,0.6400414377198458,0.4578119792760393,0.3714183874859548,0.5425892697442688,False,837,1530.949462890625,185.48104012022424,0.1211542540209085,Low,0.6013702484113157,0.6400414377198458,0.4578119792760393,0.3714183874859548,0.5176605132232889,0.1211542540209085,0.4617210445099332,614,5.315733584482154,R00957,Cr1 Fe1 Ni1 V0.5 W1,Cr:22.2222;Fe:22.2222;Ni:22.2222;V:11.1111;W:22.2222,97.16,0.6514295150164935,0.6220785646660689,77,Extreme
CAND_03366,Al24.06Co9.19Cr21.43Fe7.19W38.13,5,24.06,9.19,21.43,0.0,7.19,0.0,0.0,0.0,0.0,0.0,0.0,38.13,100.0,True,907.7528,1730.1254,50.037045,418.4280333333333,1.9059433201220333,True,0.45903778,0.9106667715753348,0.5512835539060374,0.460962254002427,0.6178766041989183,False,263,1397.399287923177,223.2370180966239,0.159751776049922,Medium,0.4590377629350322,0.9106667715753348,0.5512835539060374,0.460962254002427,0.5954875856047079,0.159751776049922,0.5134612405017562,232,4.440543899611541,R00957,Cr1 Fe1 Ni1 V0.5 W1,Cr:22.2222;Fe:22.2222;Ni:22.2222;V:11.1111;W:22.2222,88.94,0.5337830623355422,0.6214327863186823,78,Very High
CAND_00533,Al36.41Co8.74Mn30.22Nb5.76W18.87,5,36.41,8.74,0.0,0.0,0.0,30.22,0.0,5.76,0.0,0.0,0.0,18.87,100.0,True,805.5912,1591.5635,49.52366,515.4413333333333,1.975646614095245,True,0.37383792,0.801850938535863,0.5421013289736224,0.6688533911253367,0.5885599993760221,False,391,1413.0679524739585,234.8045162566962,0.1661664719276998,High,0.3738379077291512,0.801850938535863,0.5421013289736224,0.6688533911253367,0.5966608915909932,0.1661664719276998,0.5116429823305579,238,4.5748370497573925,R01694,Al0.774 Fe1 Mn0.903 Ni0.484 Ti0.097,Al:23.7569;Fe:30.6937;Mn:27.7164;Ni:14.8557;Ti:2.9773,90.72,0.5518352777662412,0.6207018101894987,81,Extreme
CAND_04816,Al17.92Cu29.96Ni11.63Ti5.18W35.31,5,17.92,0.0,0.0,29.96,0.0,0.0,0.0,0.0,11.63,5.18,0.0,35.31,100.0,True,901.42535,1466.665,45.855797,322.422,1.6270509737555532,True,0.4537609,0.7037652863985835,0.4764992114842478,0.2552296024966373,0.5046671057516652,False,1462,1488.2499348958331,159.21048916919847,0.1069783276559269,Low,0.4537608504373575,0.7037652863985835,0.4764992114842478,0.2552296024966373,0.4723137377042066,0.1069783276559269,0.4266693628088914,1087,5.997647941829914,R01647,Al1 Cr1 Cu1 Fe1 Mn1 W0.5,Al:18.1818;Cr:18.1818;Cu:18.1818;Fe:18.1818;Mn:18.1818;W:9.0909,99.28,0.7430951351226478,0.6201419884413911,84,Extreme
CAND_00060,Al18.19Nb14.32Ni18.97Ti14.17W34.35,5,18.19,0.0,0.0,0.0,0.0,0.0,0.0,14.32,18.97,14.17,0.0,34.35,100.0,True,1184.5293,1368.6514,55.52749,324.4528,1.1554390453750254,True,0.6898615,0.6267929618764919,0.6494837369442127,0.2595814317949829,0.5963044953958163,False,349,1545.3094075520833,170.10892340876842,0.1100808178462053,Low,0.6898614552459449,0.6267929618764919,0.6494837369442127,0.2595814317949831,0.5564298964654082,0.1100808178462053,0.501251699443831,289,3.9355916757713576,R01772,Cr1 Nb1 Ti1 W1,Cr:25.0000;Nb:25.0000;Ti:25.0000;W:25.0000,76.92,0.4659053908603149,0.6195221051416698,86,Very High
CAND_04950,Al42.25Fe25.06Mo9.03W23.66,4,42.25,0.0,0.0,0.0,25.06,0.0,9.03,0.0,0.0,0.0,0.0,23.66,100.0,True,781.8085,1502.4084,44.227493,536.3116666666666,1.921709030310364,True,0.35400382,0.7318353969171537,0.4473759344380716,0.7135767159560643,0.5446322596013319,False,806,1125.4677734375,159.91512761646348,0.1420877002351093,Low,0.3540038155026698,0.7318353969171537,0.4473759344380716,0.7135767159560643,0.5616979657034898,0.1420877002351093,0.4918168417257791,341,4.6878675815153645,R01091,Al1 Co0.289 Cr0.158 Cu0.237 Fe0.816 Ni0.132,Al:37.9939;Co:10.9802;Cr:6.0030;Cu:9.0046;Fe:31.0030;Ni:5.0152,92.24,0.567029288088624,0.6181376495078466,89,Extreme
CAND_00587,Al32.56Cu5.97Fe20.90W40.57,4,32.56,0.0,0.0,5.97,20.9,0.0,0.0,0.0,0.0,0.0,0.0,40.57,100.0,True,770.53937,1511.745,46.222374,450.1866666666666,1.9619309063467536,True,0.3446057,0.7391676426986876,0.4830556797664335,0.5290182669113396,0.525248668502847,False,1083,1363.2426595052084,189.03066539257824,0.1386625220935994,Low,0.3446056830899408,0.7391676426986876,0.4830556797664335,0.5290182669113396,0.5239618181166004,0.1386625220935994,0.4601554964268246,636,5.5002691701403705,R00957,Cr1 Fe1 Ni1 V0.5 W1,Cr:22.2222;Fe:22.2222;Ni:22.2222;V:11.1111;W:22.2222,98.1,0.6762355169854273,0.6166083875797576,94,Extreme
CAND_02004,Al17.36Cu8.57Mn37.22Mo8.63W28.22,5,17.36,0.0,0.0,8.57,0.0,37.22,8.63,0.0,0.0,0.0,0.0,28.22,100.0,True,843.9568,1546.0818,51.651527,321.4863333333334,1.8319442696769628,True,0.40583372,0.766133118027113,0.5801596154842592,0.2532245495059512,0.5346136455039386,False,940,1439.7144124348958,156.01897701181582,0.1083680038653992,Low,0.4058337218597713,0.766133118027113,0.5801596154842592,0.2532245495059512,0.5013377512192737,0.1083680038653992,0.4523206637785228,720,5.088044402072172,R01647,Al1 Cr1 Cu1 Fe1 Mn1 W0.5,Al:18.1818;Cr:18.1818;Cu:18.1818;Fe:18.1818;Mn:18.1818;W:9.0909,95.94,0.6208226362021934,0.6129601509987544,103,Extreme
CAND_01666,Al42.01Cu9.96Fe15.67Mo14.14W18.22,5,42.01,0.0,0.0,9.96,15.67,0.0,14.14,0.0,0.0,0.0,0.0,18.22,100.0,True,732.24854,1342.7458,52.358955,559.639,1.8337295816009789,True,0.31267223,0.6064487009765811,0.5928124257913162,0.7635651799368982,0.5384741635077778,False,885,1443.0444173177084,192.51264593214577,0.1334072906016178,Low,0.312672225002822,0.6064487009765811,0.5928124257913162,0.7635651799368982,0.5688746329269043,0.1334072906016178,0.501915452321595,286,4.031534955328807,R01091,Al1 Co0.289 Cr0.158 Cu0.237 Fe0.816 Ni0.132,Al:37.9939;Co:10.9802;Cr:6.0030;Cu:9.0046;Fe:31.0030;Ni:5.0152,79.60000000000001,0.4788024652815924,0.6106476486210397,108,Very High
CAND_03980,Al29.64Cr23.54Ti5.41V24.17W17.24,5,29.64,0.0,23.54,0.0,0.0,0.0,0.0,0.0,0.0,5.41,24.17,17.24,100.0,True,1226.9988,1387.8925,49.728493,489.54673333333335,1.1311278571893315,True,0.7252798,0.641903438314068,0.5457649005224238,0.6133634960352522,0.6386007353643732,False,48,1381.2388264973958,252.9855184437363,0.1831584180740616,High,0.7252798047105792,0.641903438314068,0.5457649005224238,0.6133634960352522,0.6315779098955808,0.1831584180740616,0.5338067161992218,140,3.881086322337139,R00837,Al0.667 Cr1 Nb0.667 Ti0.667 V0.667,Al:18.1843;Cr:27.2628;Nb:18.1843;Ti:18.1843;V:18.1843,75.14,0.4585785660650646,0.6106095347820296,109,Very High
CAND_02322,Al36.30Mn17.99Nb39.91W5.80,4,36.3,0.0,0.0,0.0,0.0,17.99,0.0,39.91,0.0,0.0,0.0,5.8,100.0,True,825.5865,1490.4341,48.971794,551.683,1.8053034101216368,True,0.39051342,0.7224317049241559,0.5322308463055426,0.7465161579270307,0.5789186787346456,False,467,1389.070751953125,220.37158362306693,0.1586467667778693,Medium,0.3905134165778591,0.7224317049241559,0.5322308463055426,0.7465161579270307,0.5979230314336471,0.1586467667778693,0.5160529063542265,220,3.9354786881503263,R01592,Al1 Co1 Cr0.091 Nb0.727 W0.212,Al:33.0033;Co:33.0033;Cr:3.0033;Nb:23.9934;W:6.9967,76.9,0.4658902026182218,0.6076110807425072,116,Very High
