candidate_id,composition,n_elements,Al,Co,Cr,Cu,Fe,Mn,Mo,Nb,Ni,Ti,V,W,composition_sum,valid_composition,Predicted_YS_MPa,Predicted_UTS_MPa,Predicted_Elongation_pct,Predicted_Hardness_HV,UTS_to_YS_Ratio,UTS_YS_Consistency,YS_Score,UTS_Score,Elongation_Score,Hardness_Score,Balanced_Score,Pareto_Optimal,Overall_Rank,YS_Ensemble_Mean_MPa,YS_Uncertainty_STD_MPa,YS_Relative_Uncertainty,Uncertainty_Risk,Predicted_YS_MPa_Normalized,Predicted_UTS_MPa_Normalized,Predicted_Elongation_pct_Normalized,Predicted_Hardness_HV_Normalized,Performance_Score,Uncertainty_Penalty,Uncertainty_Aware_Score,Final_Rank,Novelty_35D_Distance,Nearest_Experimental_Record_ID,Nearest_Experimental_Alloy,Nearest_Experimental_Composition,Novelty_35D_Percentile,Novelty_35D_Score,Discovery_35D_Score,Discovery_35D_Rank,Novelty_35D_Category
CAND_01687,Al43.28Cr21.23Cu9.30Ti26.19,4,43.28,0.0,21.23,9.3,0.0,0.0,0.0,0.0,0.0,26.19,0.0,0.0,100.0,True,1153.7106,1595.7526,50.573265,633.3050333333333,1.3831481133236352,True,0.66415954,0.8051407346932892,0.5608741976787609,0.9214251376643524,0.7192224073463025,False,12,1294.5698527018228,211.3070164573332,0.1632256583268383,Medium,0.6641595400680946,0.8051407346932892,0.5608741976787609,0.9214251376643524,0.7378999025261244,0.1632256583268383,0.6343566248250624,5,2.802240513535437,R01113,Al1 Co0.234 Cr0.468 Cu0.106 Fe0.213 Ni0.106,Al:47.0146;Co:11.0014;Cr:22.0028;Cu:4.9835;Fe:10.0141;Ni:4.9835,31.819999999999997,0.31355585317283474,0.6843815359459278,11,Moderate
CAND_02156,Al44.04Cr13.99Cu8.33Mn8.92Mo8.03Nb16.69,6,44.04,0.0,13.99,8.33,0.0,8.92,8.03,16.69,0.0,0.0,0.0,0.0,100.0,True,1087.7585,1546.5494,51.430122,623.031,1.4217763741962388,True,0.60915744,0.7665003350148223,0.5761996429272865,0.8994087700889235,0.6916585715845067,False,26,1419.30673828125,194.92942580345613,0.1373412952576491,Low,0.6091573732018376,0.7665003350148223,0.5761996429272865,0.8994087700889235,0.7128165303082175,0.1373412952576491,0.626739337857893,6,2.6685202332498323,R01116,Al1 Co0.149 Cr0.34 Cu0.191 Fe0.34 Ni0.106,Al:47.0367;Co:7.0085;Cr:15.9925;Cu:8.9840;Fe:15.9925;Ni:4.9859,26.279999999999998,0.29558064517043503,0.6837036174234268,12,Moderate
CAND_03613,Al40.86Cr5.87Cu18.13Nb13.69W21.45,5,40.86,0.0,5.87,18.13,0.0,0.0,0.0,13.69,0.0,0.0,0.0,21.45,100.0,True,952.45917,1495.3218,41.934822,585.684,1.5699589557792388,True,0.49632165,0.7262701276590277,0.4063700211020276,0.8193773692590445,0.591276649430326,False,376,1383.1501953125,153.1969172215096,0.1107594227587823,Low,0.4963215980627177,0.7262701276590277,0.4063700211020276,0.8193773692590445,0.6120847790207044,0.1107594227587823,0.5510507194262421,89,4.4113602473290765,R00400,Al1 Co0.333 Cr0.333 Cu0.333 Fe0.333,Al:42.8816;Co:14.2796;Cr:14.2796;Cu:14.2796;Fe:14.2796,88.36,0.5298600805789486,0.6822884066417849,13,Very High
CAND_00360,Al36.19Fe14.32Nb14.13W35.36,4,36.19,0.0,0.0,0.0,14.32,0.0,0.0,14.13,0.0,0.0,0.0,35.36,100.0,True,1018.3706,1538.9116,42.33925,520.262,1.5111508440403658,True,0.55128986,0.7605021957746062,0.4136034791597557,0.6791836641396949,0.5988160380536678,False,333,1374.7161743164063,185.7520728657753,0.135120307985132,Low,0.5512898473110904,0.7605021957746062,0.4136034791597557,0.6791836641396949,0.6011447965962868,0.135120307985132,0.5295868573291006,167,5.375493147505034,R00957,Cr1 Fe1 Ni1 V0.5 W1,Cr:22.2222;Fe:22.2222;Ni:22.2222;V:11.1111;W:22.2222,97.6,0.6594626314082217,0.6816511344863604,14,Extreme
CAND_00792,Al43.54Cr22.27Fe13.73W20.46,4,43.54,0.0,22.27,0.0,13.73,0.0,0.0,0.0,0.0,0.0,0.0,20.46,100.0,True,907.08057,1777.7228,49.013107,618.6953333333333,1.959829000684179,True,0.45847714,0.948046099742118,0.532969756204805,0.8901178102564138,0.688717082354187,False,132,1337.6447672526042,238.9350251856476,0.1786236757583984,High,0.4584771423235202,0.948046099742118,0.532969756204805,0.8901178102564138,0.7074027021317142,0.1786236757583984,0.6001938673737639,15,3.797554479605774,R01113,Al1 Co0.234 Cr0.468 Cu0.106 Fe0.213 Ni0.106,Al:47.0146;Co:11.0014;Cr:22.0028;Cu:4.9835;Fe:10.0141;Ni:4.9835,72.78,0.4473498859821851,0.6768467991478961,15,High
CAND_02712,Al32.79Cu6.27Mn6.88Ni18.69Ti10.30W25.07,6,32.79,0.0,0.0,6.27,0.0,6.88,0.0,0.0,18.69,10.3,0.0,25.07,100.0,True,1015.84656,1474.9929,56.744392,471.7985333333334,1.4519839526353324,True,0.54918486,0.7103053769716012,0.671248821402671,0.5753306337381775,0.6319588771030334,False,215,1415.5148274739583,213.8085015806629,0.1510464584551279,Medium,0.5491848700737151,0.7103053769716012,0.671248821402671,0.5753306337381775,0.6265174255465412,0.1510464584551279,0.5443024657644305,106,4.82937645602985,R00957,Cr1 Fe1 Ni1 V0.5 W1,Cr:22.2222;Fe:22.2222;Ni:22.2222;V:11.1111;W:22.2222,93.97999999999999,0.5860514696765666,0.6694224113645386,16,Extreme
CAND_03577,Al43.94Co18.64Cr30.43W6.99,4,43.94,18.64,30.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.99,100.0,True,945.67615,1799.2856,63.378998,669.9723333333334,1.902644583804861,True,0.49066475,0.9649798603549816,0.789913068760795,1.0,0.7841716623189023,False,2,1338.0238810221354,265.9985461982956,0.1987995505693781,High,0.4906647532026274,0.9649798603549816,0.789913068760795,1.0,0.811389420579601,0.1987995505693781,0.6768349389138709,1,1.463266399949656,R01128,Al1 Co0.512 Cr0.581 Fe0.116 Ni0.116,Al:43.0108;Co:22.0215;Cr:24.9892;Fe:4.9892;Ni:4.9892,2.5,0.1335656665674286,0.667395875246807,17,Low
CAND_03379,Al31.77Co16.08Cu10.90Ti17.88W23.37,5,31.77,16.08,0.0,10.9,0.0,0.0,0.0,0.0,0.0,17.88,0.0,23.37,100.0,True,962.15344,1502.3307,56.844307,511.4007333333334,1.5614252715028658,True,0.50440633,0.7317743773278786,0.6730358662211257,0.6601947337179626,0.6381423926824713,False,201,1328.2458902994792,211.03922274678743,0.1588856583619502,Medium,0.5044063422359366,0.7317743773278786,0.6730358662211257,0.6601947337179626,0.6423528298757258,0.1588856583619502,0.5542849074374362,81,4.578862881616538,R01592,Al1 Co1 Cr0.091 Nb0.727 W0.212,Al:33.0033;Co:33.0033;Cr:3.0033;Nb:23.9934;W:6.9967,90.8,0.5523764459786938,0.6668704393899845,18,Extreme
CAND_01212,Al35.04Co17.31Cr29.08Nb12.60Ti5.97,5,35.04,17.31,29.08,0.0,0.0,0.0,0.0,12.6,0.0,5.97,0.0,0.0,100.0,True,1145.7308,1843.8789,59.48518,557.0157333333334,1.6093473647873544,True,0.6575047,1.0,0.7202695990024529,0.7579437456561352,0.7910103708912546,False,1,1324.7680257161458,239.47948092000567,0.1807708793322871,High,0.6575046148851306,1.0,0.7202695990024529,0.7579437456561352,0.7839294898859297,0.1807708793322871,0.6639132990214267,2,1.6094320523206724,R01089,Al1 Co0.5 Cr1 Fe0.147 Ni0.294,Al:34.0020;Co:17.0010;Cr:34.0020;Fe:4.9983;Ni:9.9966,3.66,0.1532138306197613,0.6664513187179786,19,Low
CAND_02137,Al18.37Cr36.64Nb15.18Ti24.76W5.05,5,18.37,0.0,36.64,0.0,0.0,0.0,0.0,15.18,0.0,24.76,0.0,5.05,100.0,True,1225.6493,1719.69,56.201027,356.962,1.4030848883409317,True,0.72415435,0.9024716129920584,0.6615303846536392,0.3292458443544578,0.7027572656369636,False,20,1414.1574300130208,156.1514729033803,0.1104201481315574,Low,0.7241543602715694,0.9024716129920584,0.6615303846536392,0.3292458443544578,0.6543505505679311,0.1104201481315574,0.5892819503221106,23,2.7393703759958337,R01819,AlCr1.5NbTiV,Al:18.1818;Cr:27.2727;Nb:18.1818;Ti:18.1818;V:18.1818,29.020000000000003,0.30510460107404963,0.6624555884556577,20,Moderate
CAND_00029,Al19.30Cr38.69Mn17.01Nb25.00,4,19.3,0.0,38.69,0.0,0.0,17.01,0.0,25.0,0.0,0.0,0.0,0.0,100.0,True,1063.2429,1684.2882,58.51292,369.183,1.584104787759845,True,0.5887121,0.8746697687758865,0.7028800959729723,0.3554343936232599,0.6680497425337862,False,149,1348.392333984375,172.650118192103,0.1280414563630288,Low,0.5887120633174456,0.8746697687758865,0.7028800959729723,0.3554343936232599,0.6304240804223911,0.1280414563630288,0.5588660566208008,65,3.747988883250169,R02703,Al0.8CrFeMnNi,Al:16.7167;Cr:20.8208;Fe:20.8208;Mn:20.8208;Ni:20.8208,71.36,0.4406870828355565,0.6588044462973905,21,High
CAND_03633,Al43.70Co14.56Cu30.14Nb11.60,4,43.7,14.56,0.0,30.14,0.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,100.0,True,876.40607,1519.6853,49.46724,621.0386,1.7339967823190372,True,0.43289554,0.7454033421159396,0.5410922205448859,0.8951392286796149,0.6230336133709726,False,236,1318.6472086588542,178.41216783498763,0.1352993936994291,Low,0.4328954858252586,0.7454033421159396,0.5410922205448859,0.8951392286796149,0.6536325692914249,0.1352993936994291,0.5757358569192316,37,3.3437314385375023,R00147,Al2.5CoCrCuFe,Al:38.4615;Co:15.3846;Cr:15.3846;Cu:15.3846;Fe:15.3846,55.7,0.3863452011126908,0.6579361130069674,22,High
CAND_02697,Al44.15Co12.25Cu12.40Mn11.61Mo8.75W10.84,6,44.15,12.25,0.0,12.4,0.0,11.61,8.75,0.0,0.0,0.0,0.0,10.84,100.0,True,833.40814,1479.2227,52.43644,625.297,1.7749079056159924,True,0.39703646,0.7136271357710285,0.5941982954581123,0.9042646127076216,0.6173883483888817,False,264,1469.916064453125,194.97309790186097,0.1326423342236209,Low,0.3970364408401311,0.7136271357710285,0.5941982954581123,0.9042646127076216,0.6522816211942234,0.1326423342236209,0.5758937322798686,36,3.218806316045032,R02421,Al3.0CoCrCuFeNi,Al:38.9000;Co:12.6000;Cr:11.2000;Cu:11.7000;Fe:13.5000;Ni:12.1000,50.12,0.3695522729440444,0.6551727838177934,23,High
CAND_02500,Al19.26Cr29.14Fe9.73Nb24.48Ti17.39,5,19.26,0.0,29.14,0.0,9.73,0.0,0.0,24.48,0.0,17.39,0.0,0.0,100.0,True,1323.7448,1612.653,58.4666,371.543,1.2182507230418116,True,0.80596316,0.8184130058204914,0.7020516326192137,0.3604916701369964,0.7168995139642096,False,14,1350.213777669271,171.68832335677808,0.1271564001169838,Low,0.8059632042633285,0.8184130058204914,0.7020516326192137,0.3604916701369964,0.6717298782100074,0.1271564001169838,0.5959509063163646,18,2.5550379330643493,R01819,AlCr1.5NbTiV,Al:18.1818;Cr:27.2727;Nb:18.1818;Ti:18.1818;V:18.1818,22.46,0.28032590635244875,0.654783225238753,24,Low
CAND_03794,Al21.49Cr20.84Fe8.04Mn9.99Nb29.51W10.13,6,21.49,0.0,20.84,0.0,8.04,9.99,0.0,29.51,0.0,0.0,0.0,10.13,100.0,True,1149.6812,1737.6738,53.573013,383.0371333333333,1.5114397556727472,True,0.6607991,0.916594702948354,0.6145266434583653,0.3851226068117513,0.6846181915792632,False,134,1385.1490397135417,185.16956472868864,0.1336820511148626,Low,0.6607991356052966,0.916594702948354,0.6145266434583653,0.3851226068117513,0.6442607722059419,0.1336820511148626,0.5682905287001554,47,3.408361773701433,R00086,AlCoCrFeNb0.75Ni,Al:17.3913;Co:17.3913;Cr:17.3913;Fe:17.3913;Nb:13.0435;Ni:17.3913,58.3,0.39503306592538157,0.6536942352486409,25,High
CAND_02477,Al36.99Cu10.94Fe15.42Ni8.28Ti6.88W21.49,6,36.99,0.0,0.0,10.94,15.42,0.0,0.0,0.0,8.28,6.88,0.0,21.49,100.0,True,973.90796,1515.6971,49.194893,506.62,1.5563042544396306,True,0.5142093,0.7422713173289814,0.5362211171552886,0.649950034393766,0.6084919607897701,False,297,1467.8377115885417,188.00572505702465,0.1280834547121416,Low,0.5142092760389959,0.7422713173289814,0.5362211171552886,0.649950034393766,0.6106629362292579,0.1280834547121416,0.5413278013062284,113,4.090969189238208,R02421,Al3.0CoCrCuFeNi,Al:38.9000;Co:12.6000;Cr:11.2000;Cu:11.7000;Fe:13.5000;Ni:12.1000,81.2,0.48679184964949046,0.6534460792802831,26,Very High
CAND_01463,Al42.51Cr5.71Cu19.34Mo12.26W20.18,5,42.51,0.0,5.71,19.34,0.0,0.0,12.26,0.0,0.0,0.0,0.0,20.18,100.0,True,735.1536,1431.2947,48.668716,614.198,1.946932791155521,True,0.315095,0.6759881798537394,0.5268100989754366,0.8804804126966211,0.561099544320466,False,629,1304.9958821614584,166.66334245018564,0.1277117765108514,Low,0.3150949620328253,0.6759881798537394,0.5268100989754366,0.8804804126966211,0.5995934133896557,0.1277117765108514,0.5316903005525065,153,4.343027430682732,R00400,Al1 Co0.333 Cr0.333 Cu0.333 Fe0.333,Al:42.8816;Co:14.2796;Cr:14.2796;Cu:14.2796;Fe:14.2796,86.92,0.5206745135880297,0.6528432828433393,27,Very High
CAND_04782,Al35.43Cu12.47Mn7.15Ni17.92Ti8.05W18.98,6,35.43,0.0,0.0,12.47,0.0,7.15,0.0,0.0,17.92,8.05,0.0,18.98,100.0,True,1063.5448,1445.9056,57.55687,491.1708,1.359515462127717,True,0.58896387,0.6874624542030117,0.6857805193460056,0.6168437308700302,0.6468995885782893,False,181,1505.1989501953126,237.00659858494737,0.1574586525948571,High,0.5889638392908706,0.6874624542030117,0.6857805193460056,0.61684373087003,0.6447626359274795,0.1574586525948571,0.5570502535723533,70,4.0080227029683035,R00180,Al3CoCrCuFeNi,Al:37.5000;Co:12.5000;Cr:12.5000;Cu:12.5000;Fe:12.5000;Ni:12.5000,78.94,0.4756418554931424,0.6511298805187364,28,Very High
CAND_01922,Al18.91Cu8.45Mo8.02Ni18.23Ti17.95W28.44,6,18.91,0.0,0.0,8.45,0.0,0.0,8.02,0.0,18.23,17.95,0.0,28.44,100.0,True,1128.9224,1451.3527,59.73941,331.10873333333336,1.2856089552355006,True,0.64348686,0.6917401865677475,0.7248166680531026,0.273844523033823,0.6228489646234115,False,238,1479.9170572916669,172.55552820643626,0.1165981075467991,Low,0.6434868895730511,0.6917401865677475,0.7248166680531026,0.273844523033823,0.5834720668069311,0.1165981075467991,0.522544380886367,192,4.3206005521910225,R01493,Cr1 Mo1 Nb1 Ti1 W1,Cr:20.0000;Mo:20.0000;Nb:20.0000;Ti:20.0000;W:20.0000,86.44,0.5176598040400687,0.6491664875465445,29,Very High
CAND_04973,Al17.16Co17.69Cr33.86Mo6.13Ni7.54W17.62,6,17.16,17.69,33.86,0.0,0.0,0.0,6.13,0.0,7.54,0.0,0.0,17.62,100.0,True,1110.7784,1728.5272,65.303566,367.668,1.5561403913205312,True,0.6283554,0.9094116685176856,0.8243352203112458,0.3521878792510944,0.7202421056629092,False,11,1435.9241821289063,236.10737918519,0.1644288619996192,High,0.6283553120247795,0.9094116685176856,0.8243352203112458,0.3521878792510944,0.6785725200262014,0.1644288619996192,0.5827513746618411,30,3.2599470122099126,R01366,Co1 Cr1 Fe1 Ni1 W0.5,Co:22.2222;Cr:22.2222;Fe:22.2222;Ni:22.2222;W:11.1111,51.980000000000004,0.3750825677456091,0.6480235141563073,30,High
CAND_00720,Al30.51Mo6.81Nb29.40W33.28,4,30.51,0.0,0.0,0.0,0.0,0.0,6.81,29.4,0.0,0.0,0.0,33.28,100.0,True,859.8485,1526.9744,48.352394,505.8753333333333,1.775864446961681,True,0.41908696,0.7511276392611723,0.521152474083647,0.6483542779344881,0.5786056408709292,False,473,1288.9090576171875,178.60195589337184,0.1385683146827706,Low,0.4190869455658927,0.7511276392611723,0.521152474083647,0.6483542779344881,0.5849303342113,0.1385683146827706,0.5137419746080621,231,4.767705807018611,R01772,Cr1 Nb1 Ti1 W1,Cr:25.0000;Nb:25.0000;Ti:25.0000;W:25.0000,93.30000000000001,0.5777614575613337,0.6440489101747237,31,Extreme
CAND_02378,Al33.74Cr8.89Cu9.49Mo11.20V16.37W20.31,6,33.74,0.0,8.89,9.49,0.0,0.0,11.2,0.0,0.0,0.0,16.37,20.31,100.0,True,1135.2443,1017.4338,50.66941,507.33973333333336,0.8962245689613922,False,0.6487591,0.3509737379619521,0.562593813592991,0.6514923608695372,0.5382921758569231,False,889,1472.5075520833334,154.15393825710072,0.1046880459383726,Low,0.6487591735293132,0.3509737379619521,0.562593813592991,0.6514923608695372,0.5534547714884483,0.1046880459383726,0.5010054861400429,293,4.564901486705261,R01057,Cr1 Mo1 Nb1 Ta1 V1 W1,Cr:16.6667;Mo:16.6667;Nb:16.6667;Ta:16.6667;V:16.6667;W:16.6667,90.58,0.5504997001552642,0.6433841593194545,32,Extreme
CAND_02215,Al31.20Mn22.19Ti16.25W30.36,4,31.2,0.0,0.0,0.0,0.0,22.19,0.0,0.0,0.0,16.25,0.0,30.36,100.0,True,917.8524,1530.5532,47.385025,475.2556666666666,1.6675373640303086,True,0.46746054,0.7539381528531601,0.5038504497731482,0.5827389723871272,0.5797930700127119,False,459,1407.096309407552,220.4605965451184,0.1566776879956011,Medium,0.4674605407462384,0.7539381528531601,0.5038504497731482,0.5827389723871272,0.5769970289399184,0.1566776879956011,0.4988399403984291,306,5.470397069907644,R01772,Cr1 Nb1 Ti1 W1,Cr:25.0000;Nb:25.0000;Ti:25.0000;W:25.0000,97.98,0.6722199913373735,0.6432736841326022,33,Extreme
CAND_02559,Al42.10Nb8.86V25.14W23.90,4,42.1,0.0,0.0,0.0,0.0,0.0,0.0,8.86,0.0,0.0,25.14,23.9,100.0,True,1059.4282,1132.5347,40.271873,608.024,1.0690055973404728,True,0.58553076,0.4413651104611237,0.3766270956773762,0.8672500630373802,0.532313055805433,False,970,1408.0400146484376,199.72938382626552,0.1418492242751598,Low,0.58553071251975,0.4413651104611237,0.3766270956773762,0.8672500630373802,0.5676932454239075,0.1418492242751598,0.4971700583185808,315,5.199464848222046,R00681,Al1 Nb1 Ti1 V1 Zr0.1,Al:24.3902;Nb:24.3902;Ti:24.3902;V:24.3902;Zr:2.4390,96.72,0.6358002124605328,0.6406726722492865,34,Extreme
CAND_02706,Al20.22Co7.02Cr6.73Cu24.50W41.53,5,20.22,7.02,6.73,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.53,100.0,True,831.15314,1486.8602,46.86783,361.297,1.7889124560082594,True,0.39515585,0.7196250394143747,0.4946000805104693,0.338535375577783,0.5088645998609582,False,1377,1409.5520670572917,162.5567796531835,0.1153251330350298,Low,0.3951558352751315,0.7196250394143747,0.4946000805104693,0.338535375577783,0.4869790826944397,0.1153251330350298,0.4366252209965619,935,6.451333469553612,R00957,Cr1 Fe1 Ni1 V0.5 W1,Cr:22.2222;Fe:22.2222;Ni:22.2222;V:11.1111;W:22.2222,99.66000000000001,0.8040813349054632,0.6397638995336519,35,Extreme
